idle_start_timestamp,idle_duration,idle_x_start,idle_y_start,driver_idx,idle_start_subblock_id
1080,1120,0.14447663724422402,0.45354390144348106,0,1
240,181,0.8707342743873591,0.08364532887935601,1,12
420,571,0.056930065155029005,0.11139141023159001,2,0
1140,634,0.221848636865615,0.016942039132118,3,0
780,874,0.9583920240402221,0.37987795472145003,4,13
1140,1440,0.919440865516662,0.49283629655838,5,13
900,436,0.38946843147277804,0.20218272507190702,6,4
660,477,0.94336974620819,0.31344515085220304,7,13
540,503,0.923943281173706,0.970430076122283,8,15
1020,346,0.19611878693103701,0.45056998729705805,9,1
1140,1440,0.025993272662162004,0.8658835887908931,10,3
1320,335,0.09211839735507901,0.385128796100616,11,1
780,138,0.465840518474578,0.29966905713081304,12,5
240,223,0.565533876419067,0.6292449235916131,13,10
600,895,0.083685785531997,0.014290511608123,14,0
1080,1440,0.18288631737232203,0.031208842992782003,15,0
540,128,0.168207064270973,0.9785444736480711,16,3
720,709,0.9950369596481321,0.21151696145534502,17,12
1140,437,0.583878695964813,0.46375608444213806,18,9
1080,548,0.15362399816513,0.11073236167430801,19,0
0,252,0.7736968994140621,0.040516659617424004,20,12
0,148,0.24191780388355202,0.80940842628479,21,3
480,1440,0.626484096050262,0.7788147926330561,22,11
1080,408,0.321585685014724,0.08954183757305101,23,4
840,612,0.9600450396537781,0.7935855388641351,24,15
1020,209,0.047296404838562005,0.387739121913909,25,1
720,293,0.08779950439929901,0.30532723665237405,26,1
180,379,0.535031259059906,0.7484022378921501,27,10
660,310,0.379855990409851,0.655684113502502,28,6
780,737,0.026042714715003003,0.49392762780189503,29,1
480,127,0.565651059150695,0.059281557798385,30,8
1080,150,0.044240653514862005,0.750099420547485,31,3
600,641,0.21803930401802002,0.44599944353103604,32,1
540,188,0.42012041807174605,0.160788014531135,33,4
780,151,0.794116199016571,0.321051836013793,34,13
840,125,0.799806237220764,0.605054080486297,35,14
960,287,0.204252630472183,0.69051456451416,36,2
1320,194,0.30420368909835804,0.661773324012756,37,6
240,433,0.20804576575756,0.514776170253753,38,2
780,217,0.12543685734272,0.7571415901184081,39,3
960,986,0.38415420055389404,0.9230455160140991,40,7
780,621,0.8449155688285821,0.39958050847053506,41,13
1200,293,0.6668958663940431,0.021789997816085,42,8
660,1440,0.030352711677551002,0.603492319583892,43,2
360,162,0.28108528256416304,0.189336538314819,44,4
660,337,0.074877172708511,0.212498426437377,45,0
780,675,0.960070967674255,0.254000276327133,46,13
1320,404,0.16642291843891102,0.8180718421936031,47,3
1260,845,0.318557798862457,0.779123783111572,48,7
720,241,0.6942839622497551,0.35949957370758,49,9
1140,674,0.630168557167053,0.26327288150787304,50,9
660,548,0.6847488880157471,0.985564112663269,51,11
1260,846,0.6345663070678711,0.8174936771392821,52,11
420,410,0.9542906880378721,0.7111955881118771,53,14
1200,232,0.586460590362548,0.007365539669990001,54,8
420,271,0.24905665218830103,0.772945880889892,55,3
840,353,0.41092881560325606,0.8913333415985101,56,7
780,1013,0.169006869196891,0.297314643859863,57,1
1320,424,0.9065563082695001,0.09041537344455701,58,12
960,302,0.059302315115928005,0.520731925964355,59,2
600,380,0.9379076957702631,0.45541530847549405,60,13
840,615,0.04437066614627801,0.808176755905151,61,3
1260,386,0.741832017898559,0.40191829204559304,62,9
420,407,0.7809101343154901,0.850218534469604,63,15
540,587,0.14393921196460702,0.576936483383178,64,2
600,498,0.31979963183403004,0.30131411552429205,65,5
960,665,0.0232415497303,0.114045515656471,66,0
960,265,0.702558994293212,0.06014113128185201,67,8
300,245,0.5288764238357541,0.9986991882324211,68,11
600,241,0.6022295951843261,0.68935751914978,69,10
1080,1440,0.18527020514011303,0.644491672515869,70,2
1380,306,0.504025816917419,0.46781635284423806,71,9
540,753,0.8500344157218931,0.722616970539093,72,14
240,228,0.120755165815353,0.248570263385772,73,0
600,176,0.8190363645553581,0.5669761300086971,74,14
780,164,0.601154088973999,0.029093369841575,75,8
420,281,0.9071022272109981,0.715567290782928,76,14
420,722,0.598610818386077,0.022001445293426,77,8
1020,139,0.177085772156715,0.5338312983512871,78,2
960,1174,0.7788541316986081,0.066827490925788,79,12
660,130,0.741726636886596,0.042904570698738,80,8
1260,545,0.6475350856781,0.5597012042999261,81,10
720,484,0.9627531170845031,0.805937707424163,82,15
360,1440,0.42262852191925004,0.709455132484436,83,6
1020,171,0.5297502875328061,0.009332984685897001,84,8
720,648,0.000744611024856,0.0015602409839630001,85,0
540,204,0.07072629034519101,0.9530040621757501,86,3
1140,173,0.24362216889858201,0.9696577191352841,87,3
1080,698,0.7100620269775391,0.266889721155166,88,9
660,180,0.10532666742801601,0.33506891131401,89,1
840,314,0.19411888718605003,0.542351603507995,90,2
1140,972,0.801698565483093,0.8282531499862671,91,15
540,157,0.309948861598968,0.9232490062713621,92,7
420,463,0.130706623196601,0.5551373958587641,93,2
720,120,0.6918503642082211,0.794557094573974,94,11
540,363,0.6381064057350151,0.116227120161056,95,8
480,482,0.775118589401245,0.25617754459381104,96,13
1020,446,0.274083495140075,0.77681291103363,97,7
1260,399,0.903252601623535,0.38417780399322504,98,13
1080,732,0.253350019454956,0.65353637933731,99,6
