idle_start_timestamp,idle_duration,idle_x_start,idle_y_start,driver_idx,idle_start_subblock_id
1080,209,0.026452481746673,0.07637834548950101,0,0
1080,577,0.245333343744277,0.34980979561805703,1,1
480,259,0.5682990550994871,0.040301457047462005,2,8
900,492,0.9970245361328121,0.41627818346023504,3,13
1080,385,0.5373791456222531,0.667097270488739,4,10
1200,1440,0.11013895273208602,0.388319134712219,5,1
1320,312,0.33191394805908203,0.920037150382995,6,7
1140,154,0.32736080884933405,0.6720361113548271,7,6
780,181,0.6998134851455681,0.26844847202301003,8,9
360,240,0.020203679800033,0.185707584023475,9,0
420,664,0.130936354398727,0.8677122592926021,10,3
1080,409,0.483449518680572,0.141872122883796,11,4
1260,216,0.21276581287384003,0.484561920166015,12,1
600,1440,0.6114314794540401,0.218045830726623,13,8
480,763,0.028883755207061,0.895259976387023,14,3
780,628,0.827375054359436,0.7663908004760741,15,15
840,385,0.199518799781799,0.577219426631927,16,2
900,301,0.16256511211395203,0.34781885147094704,17,1
840,569,0.6609981656074521,0.46983221173286405,18,9
1140,168,0.36549693346023504,0.45630455017089805,19,5
1260,261,0.254964351654052,0.36238494515419,20,5
1080,473,0.413421392440795,0.26814752817153903,21,5
540,1440,0.417482614517211,0.703507661819458,22,6
480,1353,0.007919207215309,0.021486237645149002,23,0
840,983,0.08551697432994801,0.8664591312408441,24,3
720,1266,0.76747715473175,0.5723412036895751,25,14
960,551,0.214574500918388,0.048132538795471004,26,0
900,1440,0.541964769363403,0.924643039703369,27,11
780,311,0.073655068874359,0.19934728741645802,28,0
600,382,0.7138288021087641,0.9758286476135251,29,11
1080,831,0.815583944320678,0.5720195770263671,30,14
240,193,0.6870152950286861,0.60079687833786,31,10
1380,751,0.8931398987770081,0.9300827383995051,32,15
0,1395,0.19990980625152502,0.262276172637939,33,1
900,1440,0.717118680477142,0.9142991304397581,34,11
1200,1440,0.46442288160324,0.8491190671920771,35,7
960,846,0.147621542215347,0.427324891090393,36,1
1080,516,0.29529538750648504,0.9871337413787841,37,7
180,1198,0.37705898284912104,0.845613777637481,38,7
780,715,0.5850586295127861,0.9326651692390441,39,11
720,152,0.8804582357406611,0.151943385601043,40,12
600,268,0.16681750118732402,0.109825402498245,41,0
1200,426,0.24002939462661702,0.7076839208602901,42,2
1020,1440,0.37490218877792303,0.8317126035690301,43,7
1320,491,0.47750574350357006,0.33281272649765004,44,5
1020,1440,0.6742813587188721,0.046750456094741,45,8
600,1098,0.9427559375762941,0.982470512390136,46,15
420,346,0.258191287517547,0.6298032999038691,47,6
480,305,0.042293682694435,0.9976890087127681,48,3
540,1440,0.26196634769439703,0.45182830095291104,49,5
1140,225,0.6090840697288511,0.9500097632408141,50,11
900,908,0.12669946253299702,0.9958968758583061,51,3
300,1440,0.718000471591949,0.11258213222026801,52,8
960,322,0.17541246116161302,0.19920702278614003,53,0
540,941,0.6205090880393981,0.9184545278549191,54,11
660,555,0.9555228948593141,0.9555027484893791,55,15
120,214,0.6759341359138481,0.21920812129974301,56,8
840,160,0.028444975614547,0.046849817037582,57,0
1380,1172,0.25191074609756403,0.8653767704963681,58,7
0,197,0.924260437488555,0.35643309354782104,59,13
480,548,0.6710683703422541,0.17263866961002303,60,8
1140,1440,0.10006333887577001,0.8130245208740231,61,3
1260,344,0.15977711975574402,0.7033807039260861,62,2
1140,374,0.048164099454879004,0.556196510791778,63,2
900,185,0.25702524185180603,0.409377515316009,64,5
600,539,0.21311199665069502,0.225211203098297,65,0
1260,446,0.32001626491546603,0.774427652359008,66,7
540,203,0.26847469806671104,0.7069766521453851,67,6
1380,269,0.6321506500244141,0.13093237578868802,68,8
660,1440,0.154900327324867,0.9035657644271851,69,3
1320,143,0.387249499559402,0.359320759773254,70,5
720,305,0.296236455440521,0.8010706305503841,71,7
540,465,0.177936181426048,0.584092319011688,72,2
420,135,0.368571668863296,0.231637254357337,73,4
1260,403,0.15023466944694502,0.926757097244262,74,3
1320,175,0.439412325620651,0.8766794800758361,75,7
420,480,0.874960780143737,0.595036387443542,76,14
960,280,0.9045972824096681,0.47479277849197304,77,13
540,367,0.820377767086029,0.326332628726959,78,13
0,268,0.9045109748840331,0.100516200065612,79,12
720,1440,0.8098256587982171,0.088656246662139,80,12
1020,831,0.188883572816848,0.375209271907806,81,1
1140,908,0.11553157866001101,0.240452736616134,82,0
1200,695,0.377198040485382,0.716585099697113,83,6
780,1030,0.102168247103691,0.695794165134429,84,2
60,567,0.511494398117065,0.088790863752365,85,8
780,562,0.6063855290412901,0.527925133705139,86,10
720,1440,0.8828456401824951,0.7760743498802181,87,15
960,772,0.995524406433105,0.507353782653808,88,14
960,176,0.5975039601325981,0.253218412399292,89,9
600,165,0.27105325460433904,0.48847994208335804,90,5
1320,505,0.342885315418243,0.305414140224456,91,5
960,264,0.922195971012115,0.653153419494628,92,14
540,235,0.41940444707870406,0.636085629463195,93,6
720,406,0.7512266635894771,0.9128894805908201,94,15
540,234,0.8041471838951111,0.686148345470428,95,14
960,333,0.37833124399185103,0.876058757305145,96,7
660,905,0.7951579689979551,0.284370839595794,97,13
780,274,0.673339068889617,0.47581380605697604,98,9
780,829,0.47528862953186,0.910588085651397,99,7
