,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,26.9031,4.1625,13,0.6609,0.5625
1,20.2527,4.4773,9,0.6467,0.5391
2,26.8837,4.1664,13,0.6608,0.5622
3,11.3086,6.4547,4,0.5521,0.3926
4,23.8923,4.2167,11,0.6585000000000001,0.5585
5,8.6117,7.6391,2,0.493,0.3118
6,30.531,4.0175,15,0.6674,0.5732
7,30.3152,4.0524000000000004,15,0.6659,0.5706
8,16.4536,4.9963,7,0.6226,0.5003000000000001
9,20.2048,4.4928,9,0.646,0.538
10,20.6325,4.3601,9,0.652,0.5478000000000001
11,33.5495,3.9936000000000003,17,0.6685,0.5749000000000001
12,37.248,3.8898,19,0.6731,0.5825
13,25.5237,4.1611,12,0.661,0.5626
14,30.1144,4.0858,15,0.6644,0.5681
15,13.7809,5.1386,5,0.6159,0.48960000000000004
16,33.3907,4.0164,17,0.6675,0.5732
17,21.8403,4.3969,10,0.6504,0.5451
18,28.5654,4.1113,14,0.6632,0.5663
19,23.2383,4.3790000000000004,11,0.6512,0.5464
20,29.9192,4.1192,15,0.6629,0.5657
21,35.5486,3.9191000000000003,18,0.6718000000000001,0.5804
22,17.1919,4.6479,7,0.6389,0.5264
23,6.6995000000000005,6.6995000000000005,1,0.5399,0.37520000000000003
24,18.7137,4.5572,8,0.643,0.5332
25,34.0973,3.9184,17,0.6718000000000001,0.5804
26,23.6956,4.2633,11,0.6564,0.555
27,11.7538,5.8869,4,0.58,0.4339
28,35.7173,3.8978,18,0.6727000000000001,0.5819
29,32.2926,3.9677000000000002,16,0.6696000000000001,0.5768
30,25.6441,4.1361,12,0.6621,0.5644
31,19.8458,4.6154,9,0.6404000000000001,0.5288
32,25.2614,4.2174,12,0.6585000000000001,0.5584
33,15.2476,4.9843,6,0.6232,0.5012
34,19.8498,4.614,9,0.6404000000000001,0.5289
35,20.6412,4.3575,9,0.6521,0.548
36,24.9487,4.2882,12,0.6553,0.5532
37,22.2393,4.288,10,0.6553,0.5532
38,33.5676,3.991,17,0.6686000000000001,0.5751000000000001
39,18.2573,4.7352,8,0.6348,0.5198
40,28.3634,4.1485,14,0.6616000000000001,0.5635
41,11.4064,6.3168,4,0.5589000000000001,0.4025
42,18.7349,4.5494,8,0.6434000000000001,0.5337000000000001
43,38.6078,3.902,20,0.6725,0.5816
44,27.0706,4.1296,13,0.6624,0.5649000000000001
45,16.5867,4.9273,7,0.6259,0.5055000000000001
46,13.3496,5.4604,5,0.6006,0.4655
47,23.5197,4.3066,11,0.6545000000000001,0.5518000000000001
48,30.6129,4.0046,15,0.668,0.5741
49,25.188,4.2337,12,0.6577000000000001,0.5572
50,14.804,5.2583,6,0.6102000000000001,0.4806
51,12.1255,5.5095,4,0.5982000000000001,0.46190000000000003
52,31.6672,4.0624,16,0.6654,0.5699000000000001
53,22.2777,4.278,10,0.6557000000000001,0.5539000000000001
54,31.7858,4.0438,16,0.6662,0.5712
55,20.3576,4.4438,9,0.6482,0.5416000000000001
56,15.4976,4.8483,6,0.6296,0.5114000000000001
57,16.4164,5.0161,7,0.6217,0.4988
58,30.6233,4.003,15,0.6681,0.5742
59,13.4086,5.4127,5,0.6029,0.4691
60,27.3608,4.0747,13,0.6649,0.5690000000000001
61,7.0993,7.0993,1,0.52,0.3476
62,25.578500000000002,4.1497,12,0.6615,0.5634
63,11.8234,5.8105,4,0.5837,0.4395
64,28.6605,4.0942,14,0.664,0.5675
65,14.7581,5.2894,6,0.6088,0.4783
66,33.5066,3.9997000000000003,17,0.6682,0.5745
67,24.9523,4.2874,12,0.6553,0.5532
68,25.509,4.1642,12,0.6609,0.5624
69,12.0482,5.5821,4,0.5947,0.4565
70,13.0446,5.7282,5,0.5877,0.4456
71,11.4006,6.3248,4,0.5585,0.40190000000000003
72,30.4882,4.0244,15,0.6671,0.5727
73,20.1799,4.5009,9,0.6456000000000001,0.5374
74,18.2482,4.739,8,0.6346,0.5196000000000001
75,26.5936,4.2258000000000004,13,0.6581,0.5578000000000001
76,32.1079,3.9949,16,0.6684,0.5748
77,35.8425,3.8824,18,0.6734,0.583
78,21.9578,4.3638,10,0.6519,0.5476
79,23.9445,4.2046,11,0.6591,0.5594
80,31.9405,4.02,16,0.6673,0.5730000000000001
81,10.4331,6.1389,3,0.5676,0.41540000000000005
82,13.0458,5.7271,5,0.5877,0.44570000000000004
83,37.5465,3.8549,19,0.6746,0.585
84,25.5248,4.1609,12,0.661,0.5626
85,30.5646,4.0122,15,0.6676000000000001,0.5735
86,13.0504,5.7227,5,0.5879,0.446
87,16.8579,4.7956,7,0.632,0.5153
88,20.067,4.5386,9,0.6439,0.5346000000000001
89,15.525,4.8341,6,0.6302,0.5124000000000001
90,18.0706,4.8149,8,0.6311,0.5139
91,20.4174,4.4251,9,0.6491,0.543
92,16.4812,4.9817,7,0.6233000000000001,0.5014000000000001
93,33.8036,3.9581,17,0.67,0.5775
94,23.5549,4.2978,11,0.6549,0.5525
95,28.5508,4.114,14,0.6631,0.5661
96,25.1801,4.2354,12,0.6577000000000001,0.5571
97,21.7333,4.4278,10,0.649,0.5428000000000001
98,36.8424,3.9391,19,0.6709,0.5789000000000001
99,25.6698,4.1308,12,0.6624,0.5648000000000001
100,26.5236,4.2406,13,0.6574,0.5567
101,10.1246,6.6174,3,0.544,0.381
102,30.4946,4.0233,15,0.6672,0.5727
103,21.8541,4.393,10,0.6505000000000001,0.5454
104,19.8118,4.6276,9,0.6398,0.5279
105,28.4147,4.1389,14,0.662,0.5642
106,20.3605,4.4429,9,0.6483,0.5417000000000001
107,31.9981,4.0113,16,0.6677000000000001,0.5736
108,8.0667,8.0667,2,0.4717,0.28500000000000003
109,13.8858,5.0688,5,0.6192000000000001,0.4948
110,23.8287,4.2316,11,0.6578,0.5574
111,22.2362,4.2888,10,0.6553,0.5531
112,32.0197,4.0081,16,0.6678000000000001,0.5739000000000001
113,31.7684,4.0465,16,0.6661,0.5710000000000001
114,28.6439,4.0972,14,0.6639,0.5673
