,current_day,square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,distance_normalized_price,rider_acceptance_prob,driver_acceptance_prob
0,0,1,936,72,197,12,6.103,209,25.4675,4.1729,0.6605000000000001,0.5617
1,0,10,947,55,289,15,7.5597,304,30.4586,4.0291,0.6669,0.5723
2,0,10,167,55,343,17,8.4247,360,33.5929,3.9874,0.6687000000000001,0.5754
3,0,3,995,26,386,16,8.0481,402,32.1275,3.992,0.6685,0.5750000000000001
4,0,14,210,33,366,14,7.1717,380,28.9726,4.0398,0.6664,0.5715
5,0,4,38,65,410,16,8.0484,426,32.128,3.9919000000000002,0.6685,0.5750000000000001
6,0,14,127,33,414,16,7.9972,430,32.0349,4.0058,0.6679,0.5740000000000001
7,0,4,40,65,449,16,8.2406,465,32.4779,3.9412000000000003,0.6708000000000001,0.5787
8,0,11,16,34,445,6,3.1771,451,15.4623,4.8668000000000005,0.6287,0.51
9,0,14,249,33,426,7,3.5593,433,16.9379,4.7588,0.6337,0.5181
10,0,0,235,81,452,5,2.7237,457,13.857,5.0877,0.6183000000000001,0.4934
11,0,2,82,97,457,9,4.2536,466,19.7616,4.6458,0.639,0.5265000000000001
12,0,4,997,65,471,9,4.6923,480,20.56,4.3816,0.6511,0.5462
13,0,7,106,99,479,10,4.8094,489,21.553,4.4815,0.6465000000000001,0.5388000000000001
14,0,11,244,34,460,8,4.2083,468,18.8991,4.4909,0.6461,0.5381
15,0,0,55,81,483,13,6.4161,496,26.8174,4.1797,0.6602,0.5612
16,0,8,161,50,490,9,4.3972,499,20.0229,4.5535,0.6432,0.5334
17,0,8,71,50,535,7,3.7149,542,17.2212,4.6357,0.6394000000000001,0.5273
18,0,10,46,53,511,7,3.5613,518,16.9416,4.7571,0.6338,0.5182
19,0,11,163,34,534,21,10.6989,555,40.852,3.8183000000000002,0.6762,0.5877
20,0,7,165,99,558,5,2.5547,563,13.5495,5.3038,0.6081,0.4772
21,0,8,223,50,544,8,4.111,552,18.722,4.5542,0.6432,0.5334
22,0,10,158,53,563,12,5.9809,575,25.2452,4.221,0.6583,0.5582
23,0,11,444,15,1036,18,8.7936,1054,35.0444,3.9852,0.6688000000000001,0.5755
24,0,11,420,15,1073,17,8.5514,1090,33.8236,3.9553000000000003,0.6702,0.5777
25,0,10,533,29,1271,8,3.8338,1279,18.2174,4.7519,0.634,0.5186000000000001
26,0,14,553,62,1305,7,3.606,1312,17.0229,4.7207,0.6355000000000001,0.5209
27,0,14,514,62,1418,5,2.4823,1423,13.4177,5.4054,0.6032000000000001,0.4696
28,0,9,904,55,82,10,4.9906,92,21.8829,4.3848,0.6509,0.546
29,0,9,904,55,82,10,4.9906,92,21.8829,4.3848,0.6509,0.546
30,0,7,851,56,166,9,4.5353,175,20.2743,4.4703,0.647,0.5396000000000001
31,0,7,851,56,166,9,4.5353,175,20.2743,4.4703,0.647,0.5396000000000001
32,0,2,170,66,355,20,10.1367,375,39.0487,3.8522,0.6747000000000001,0.5852
33,0,2,170,66,355,20,10.1367,375,39.0487,3.8522,0.6747000000000001,0.5852
34,0,1,64,83,415,15,7.7168,430,30.7445,3.9841,0.6689,0.5756
35,0,1,64,83,415,15,7.7168,430,30.7445,3.9841,0.6689,0.5756
36,0,2,26,66,415,7,3.7498,422,17.2847,4.6095,0.6406000000000001,0.5293
37,0,2,26,66,415,7,3.7498,422,17.2847,4.6095,0.6406000000000001,0.5293
38,0,9,139,55,391,10,5.1772,401,22.2225,4.2924,0.6551,0.5529000000000001
39,0,9,139,55,391,10,5.1772,401,22.2225,4.2924,0.6551,0.5529000000000001
40,0,13,833,22,406,16,8.0309,422,32.0962,3.9966,0.6683,0.5747
41,0,13,833,22,406,16,8.0309,422,32.0962,3.9966,0.6683,0.5747
42,0,15,222,19,411,19,9.3825,430,36.8962,3.9324,0.6712,0.5794
43,0,15,222,19,411,19,9.3825,430,36.8962,3.9324,0.6712,0.5794
44,0,1,174,83,441,17,8.4866,458,33.7056,3.9716,0.6694,0.5765
45,0,1,174,83,441,17,8.4866,458,33.7056,3.9716,0.6694,0.5765
46,0,7,79,56,447,10,4.9238,457,21.7614,4.4196,0.6493,0.5434
47,0,7,79,56,447,10,4.9238,457,21.7614,4.4196,0.6493,0.5434
48,0,1,14,83,468,10,4.7688,478,21.4793,4.5041,0.6455000000000001,0.5371
49,0,1,14,83,468,10,4.7688,478,21.4793,4.5041,0.6455000000000001,0.5371
50,0,2,116,66,476,11,5.5394,487,23.6617,4.2715,0.656,0.5544
51,0,2,116,66,476,11,5.5394,487,23.6617,4.2715,0.656,0.5544
52,0,7,228,56,467,12,6.2421,479,25.7206,4.1205,0.6628000000000001,0.5656
53,0,7,228,56,467,12,6.2421,479,25.7206,4.1205,0.6628000000000001,0.5656
54,0,8,115,15,472,4,2.1261,476,11.9895,5.6392,0.592,0.45220000000000005
55,0,8,115,15,472,4,2.1261,476,11.9895,5.6392,0.592,0.45220000000000005
56,0,9,1,55,457,14,7.2419,471,29.1003,4.0183,0.6674,0.5731
57,0,9,1,55,457,14,7.2419,471,29.1003,4.0183,0.6674,0.5731
58,0,1,67,83,497,18,9.1449,515,35.6837,3.902,0.6725,0.5816
59,0,1,67,83,497,18,9.1449,515,35.6837,3.902,0.6725,0.5816
60,0,2,103,66,481,7,3.5404,488,16.9036,4.7744,0.633,0.5169
61,0,2,103,66,481,7,3.5404,488,16.9036,4.7744,0.633,0.5169
62,0,8,144,15,507,13,6.364,520,26.7224,4.199,0.6593,0.5598000000000001
63,0,8,144,15,507,13,6.364,520,26.7224,4.199,0.6593,0.5598000000000001
64,0,9,193,55,493,6,2.768,499,14.7178,5.3171,0.6074,0.4762
65,0,9,193,55,493,6,2.768,499,14.7178,5.3171,0.6074,0.4762
66,0,11,153,75,490,12,6.1408,502,25.5362,4.1585,0.6611,0.5628000000000001
67,0,11,153,75,490,12,6.1408,502,25.5362,4.1585,0.6611,0.5628000000000001
68,0,14,840,47,509,11,5.7484,520,24.0421,4.1824,0.6601,0.561
69,0,14,840,47,509,11,5.7484,520,24.0421,4.1824,0.6601,0.561
70,0,8,946,15,538,8,3.8214,546,18.195,4.7613,0.6336,0.5179
71,0,8,946,15,538,8,3.8214,546,18.195,4.7613,0.6336,0.5179
72,0,9,1,55,516,12,6.2274,528,25.6939,4.1259,0.6626000000000001,0.5652
73,0,9,1,55,516,12,6.2274,528,25.6939,4.1259,0.6626000000000001,0.5652
74,0,11,51,75,521,14,6.8063,535,28.3075,4.159,0.6611,0.5627
75,0,11,51,75,521,14,6.8063,535,28.3075,4.159,0.6611,0.5627
76,0,4,33,88,540,16,8.1164,556,32.2519,3.9737,0.6694,0.5764
77,0,4,33,88,540,16,8.1164,556,32.2519,3.9737,0.6694,0.5764
78,0,14,180,47,552,8,4.0375,560,18.5882,4.6039,0.6409,0.5297000000000001
79,0,14,180,47,552,8,4.0375,560,18.5882,4.6039,0.6409,0.5297000000000001
80,0,14,183,47,575,17,8.3208,592,33.4038,4.0145,0.6675,0.5734
81,0,14,183,47,575,17,8.3208,592,33.4038,4.0145,0.6675,0.5734
82,0,10,951,9,674,9,4.3626,683,19.9599,4.5752,0.6422,0.5318
83,0,10,951,9,674,9,4.3626,683,19.9599,4.5752,0.6422,0.5318
84,0,14,755,7,899,14,7.2256,913,29.0706,4.0233,0.6672,0.5727
85,0,14,755,7,899,14,7.2256,913,29.0706,4.0233,0.6672,0.5727
86,0,13,353,22,958,9,4.7146,967,20.6006,4.3695,0.6516000000000001,0.5471
87,0,13,353,22,958,9,4.7146,967,20.6006,4.3695,0.6516000000000001,0.5471
88,0,4,494,73,992,10,4.8868,1002,21.694,4.4393,0.6484,0.542
89,0,4,494,73,992,10,4.8868,1002,21.694,4.4393,0.6484,0.542
90,0,8,270,15,1018,13,6.3916,1031,26.7726,4.1887,0.6598,0.5605
91,0,8,270,15,1018,13,6.3916,1031,26.7726,4.1887,0.6598,0.5605
92,0,8,314,15,1025,2,1.2013,1027,8.7463,7.2808,0.511,0.33530000000000004
93,0,8,314,15,1025,2,1.2013,1027,8.7463,7.2808,0.511,0.33530000000000004
94,0,4,390,73,1052,12,5.7794,1064,24.8785,4.3047,0.6545000000000001,0.552
95,0,4,390,73,1052,12,5.7794,1064,24.8785,4.3047,0.6545000000000001,0.552
96,0,4,421,73,1082,11,5.4941,1093,23.5792,4.2918,0.6551,0.5529000000000001
97,0,4,421,73,1082,11,5.4941,1093,23.5792,4.2918,0.6551,0.5529000000000001
98,0,8,807,15,1104,15,7.5619,1119,30.4626,4.0284,0.6669,0.5724
99,0,8,807,15,1104,15,7.5619,1119,30.4626,4.0284,0.6669,0.5724
100,0,10,438,39,1081,5,2.7449,1086,13.8957,5.0624,0.6195,0.4953
101,0,10,438,39,1081,5,2.7449,1086,13.8957,5.0624,0.6195,0.4953
102,0,4,273,73,1117,7,3.5443000000000002,1124,16.9106,4.7712,0.6332,0.5172
103,0,4,273,73,1117,7,3.5443000000000002,1124,16.9106,4.7712,0.6332,0.5172
104,0,8,313,15,1130,15,7.4381,1145,30.2374,4.0652,0.6653,0.5697
105,0,8,313,15,1130,15,7.4381,1145,30.2374,4.0652,0.6653,0.5697
106,0,10,308,39,1130,6,3.0324,1136,15.199,5.0122,0.6219,0.49910000000000004
107,0,10,308,39,1130,6,3.0324,1136,15.199,5.0122,0.6219,0.49910000000000004
108,0,4,254,73,1145,17,8.4228,1162,33.5895,3.9879000000000002,0.6687000000000001,0.5753
109,0,4,254,73,1145,17,8.4228,1162,33.5895,3.9879000000000002,0.6687000000000001,0.5753
110,0,10,260,39,1153,8,4.1181,1161,18.7349,4.5494,0.6434000000000001,0.5337000000000001
111,0,10,260,39,1153,8,4.1181,1161,18.7349,4.5494,0.6434000000000001,0.5337000000000001
112,0,4,279,73,1183,8,3.8193,1191,18.1912,4.7629,0.6335000000000001,0.5178
113,0,4,279,73,1183,8,3.8193,1191,18.1912,4.7629,0.6335000000000001,0.5178
114,0,2,592,81,1226,7,3.3536,1233,16.5635,4.9391,0.6253000000000001,0.5046
115,0,2,592,81,1226,7,3.3536,1233,16.5635,4.9391,0.6253000000000001,0.5046
116,0,2,687,81,1293,14,6.7763,1307,28.2528,4.1694,0.6606000000000001,0.562
117,0,2,687,81,1293,14,6.7763,1307,28.2528,4.1694,0.6606000000000001,0.562
118,0,14,718,7,1317,7,3.2706,1324,16.4125,5.0182,0.6216,0.49860000000000004
119,0,14,718,7,1317,7,3.2706,1324,16.4125,5.0182,0.6216,0.49860000000000004
120,0,2,594,81,1326,8,4.1649,1334,18.8202,4.5187,0.6448,0.536
121,0,2,594,81,1326,8,4.1649,1334,18.8202,4.5187,0.6448,0.536
122,0,12,614,97,1346,15,7.6634,1361,30.6473,3.9992,0.6682,0.5745
123,0,12,614,97,1346,15,7.6634,1361,30.6473,3.9992,0.6682,0.5745
124,0,2,673,81,1356,11,5.6629,1367,23.8864,4.2181,0.6584,0.5584
125,0,2,673,81,1356,11,5.6629,1367,23.8864,4.2181,0.6584,0.5584
126,0,12,700,97,1416,7,3.3409,1423,16.5405,4.9509,0.6248,0.5037
127,0,12,700,97,1416,7,3.3409,1423,16.5405,4.9509,0.6248,0.5037
128,0,9,767,9,1,11,5.6692,12,23.898,4.2154,0.6586000000000001,0.5586
129,0,9,767,9,1,11,5.6692,12,23.898,4.2154,0.6586000000000001,0.5586
130,0,9,767,9,1,11,5.6692,12,23.898,4.2154,0.6586000000000001,0.5586
131,0,3,936,4,153,19,9.3791,172,36.89,3.9332000000000003,0.6711,0.5793
132,0,3,936,4,153,19,9.3791,172,36.89,3.9332000000000003,0.6711,0.5793
133,0,3,936,4,153,19,9.3791,172,36.89,3.9332000000000003,0.6711,0.5793
134,0,9,957,9,205,14,6.9704,219,28.6061,4.104,0.6636000000000001,0.5668000000000001
135,0,9,957,9,205,14,6.9704,219,28.6061,4.104,0.6636000000000001,0.5668000000000001
136,0,9,957,9,205,14,6.9704,219,28.6061,4.104,0.6636000000000001,0.5668000000000001
137,0,3,857,4,239,11,5.736,250,24.0196,4.1875,0.6598,0.5606
138,0,3,857,4,239,11,5.736,250,24.0196,4.1875,0.6598,0.5606
139,0,3,857,4,239,11,5.736,250,24.0196,4.1875,0.6598,0.5606
140,0,0,901,32,319,15,7.7495,334,30.804100000000002,3.975,0.6693,0.5763
141,0,0,901,32,319,15,7.7495,334,30.804100000000002,3.975,0.6693,0.5763
142,0,0,901,32,319,15,7.7495,334,30.804100000000002,3.975,0.6693,0.5763
143,0,4,863,27,345,19,9.4727,364,37.0604,3.9123,0.6721,0.5809000000000001
144,0,4,863,27,345,19,9.4727,364,37.0604,3.9123,0.6721,0.5809000000000001
145,0,4,863,27,345,19,9.4727,364,37.0604,3.9123,0.6721,0.5809000000000001
146,0,9,186,9,357,11,5.3737,368,23.3601,4.3471,0.6526000000000001,0.5488000000000001
147,0,9,186,9,357,11,5.3737,368,23.3601,4.3471,0.6526000000000001,0.5488000000000001
148,0,9,186,9,357,11,5.3737,368,23.3601,4.3471,0.6526000000000001,0.5488000000000001
149,0,0,106,32,360,21,10.5485,381,40.5783,3.8468,0.6749,0.5856
150,0,0,106,32,360,21,10.5485,381,40.5783,3.8468,0.6749,0.5856
151,0,0,106,32,360,21,10.5485,381,40.5783,3.8468,0.6749,0.5856
152,0,3,23,4,386,11,5.6288,397,23.8244,4.2326,0.6578,0.5573
153,0,3,23,4,386,11,5.6288,397,23.8244,4.2326,0.6578,0.5573
154,0,3,23,4,386,11,5.6288,397,23.8244,4.2326,0.6578,0.5573
155,0,10,982,44,388,8,3.9731,396,18.4711,4.649,0.6388,0.5263
156,0,10,982,44,388,8,3.9731,396,18.4711,4.649,0.6388,0.5263
157,0,10,982,44,388,8,3.9731,396,18.4711,4.649,0.6388,0.5263
158,0,15,3,76,385,20,9.8175,405,38.4679,3.9183,0.6718000000000001,0.5804
159,0,15,3,76,385,20,9.8175,405,38.4679,3.9183,0.6718000000000001,0.5804
160,0,15,3,76,385,20,9.8175,405,38.4679,3.9183,0.6718000000000001,0.5804
161,0,0,56,32,398,12,6.1983,410,25.6409,4.1368,0.6621,0.5644
162,0,0,56,32,398,12,6.1983,410,25.6409,4.1368,0.6621,0.5644
163,0,0,56,32,398,12,6.1983,410,25.6409,4.1368,0.6621,0.5644
164,0,9,132,9,408,6,3.1004,414,15.3227,4.9422,0.6252,0.5043
165,0,9,132,9,408,6,3.1004,414,15.3227,4.9422,0.6252,0.5043
166,0,9,132,9,408,6,3.1004,414,15.3227,4.9422,0.6252,0.5043
167,0,3,134,4,440,5,2.5462000000000002,445,13.5341,5.3154,0.6075,0.47640000000000005
168,0,3,134,4,440,5,2.5462000000000002,445,13.5341,5.3154,0.6075,0.47640000000000005
169,0,3,134,4,440,5,2.5462000000000002,445,13.5341,5.3154,0.6075,0.47640000000000005
170,0,4,9,27,434,10,4.8153,444,21.5638,4.4782,0.6467,0.5391
171,0,4,9,27,434,10,4.8153,444,21.5638,4.4782,0.6467,0.5391
172,0,4,9,27,434,10,4.8153,444,21.5638,4.4782,0.6467,0.5391
173,0,5,24,95,421,13,6.7494,434,27.4238,4.0632,0.6654,0.5698
174,0,5,24,95,421,13,6.7494,434,27.4238,4.0632,0.6654,0.5698
175,0,5,24,95,421,13,6.7494,434,27.4238,4.0632,0.6654,0.5698
176,0,12,228,22,448,2,0.8154,450,8.044,8.044,0.4728,0.2863
177,0,12,228,22,448,2,0.8154,450,8.044,8.044,0.4728,0.2863
178,0,12,228,22,448,2,0.8154,450,8.044,8.044,0.4728,0.2863
179,0,9,36,9,477,11,5.7487,488,24.0427,4.1823,0.6601,0.561
180,0,9,36,9,477,11,5.7487,488,24.0427,4.1823,0.6601,0.561
181,0,9,36,9,477,11,5.7487,488,24.0427,4.1823,0.6601,0.561
182,0,12,120,22,460,19,9.6849,479,37.4464,3.8665,0.6741,0.5842
183,0,12,120,22,460,19,9.6849,479,37.4464,3.8665,0.6741,0.5842
184,0,12,120,22,460,19,9.6849,479,37.4464,3.8665,0.6741,0.5842
185,0,3,216,4,505,8,3.8756,513,18.2936,4.7202,0.6355000000000001,0.521
186,0,3,216,4,505,8,3.8756,513,18.2936,4.7202,0.6355000000000001,0.521
187,0,3,216,4,505,8,3.8756,513,18.2936,4.7202,0.6355000000000001,0.521
188,0,4,42,27,508,10,4.8074,518,21.5494,4.4826,0.6465000000000001,0.5387000000000001
189,0,4,42,27,508,10,4.8074,518,21.5494,4.4826,0.6465000000000001,0.5387000000000001
