,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,8.6816,7.4474,2,0.5026,0.32430000000000003
1,20.2318,4.484,9,0.6464000000000001,0.5386000000000001
2,13.0624,5.7115,5,0.5885,0.44680000000000003
3,28.3189,4.1568,14,0.6612,0.5629000000000001
4,19.9065,4.5939,9,0.6413,0.5304
5,9.6292,7.6555,3,0.4922,0.31070000000000003
6,22.1521,4.311,10,0.6543,0.5515
7,21.7647,4.4186,10,0.6494,0.5435
8,23.6324,4.2787,11,0.6557000000000001,0.5539000000000001
9,29.9613,4.1119,15,0.6632,0.5662
10,22.0871,4.3284,10,0.6535000000000001,0.5502
11,12.1978,5.4441,4,0.6014,0.4667
12,18.5061,4.6354,8,0.6394000000000001,0.5273
13,28.428,4.1365,14,0.6621,0.5644
14,27.2558,4.0943,13,0.664,0.5675
15,19.9105,4.5925,9,0.6414000000000001,0.5305
16,24.9862,4.2795,12,0.6557000000000001,0.5538000000000001
17,21.8726,4.3877,10,0.6508,0.5458000000000001
18,19.9486,4.5792,9,0.642,0.5315
19,30.6531,3.9983,15,0.6683,0.5746
20,14.9767,5.1461,6,0.6156,0.489
21,18.2436,4.7409,8,0.6346,0.5194
22,22.1782,4.3041,10,0.6546000000000001,0.552
23,21.9592,4.3635,10,0.6519,0.5476
24,8.336,8.336,2,0.45830000000000004,0.26880000000000004
25,25.2342,4.2234,12,0.6582,0.558
26,15.0246,5.1164,6,0.617,0.4913
27,11.9527,5.6759,4,0.5902000000000001,0.4495
28,25.6603,4.1328,12,0.6623,0.5647
29,11.3062,6.4582,4,0.5519000000000001,0.39230000000000004
30,13.4932,5.3465,5,0.606,0.47400000000000003
31,13.304,5.498,5,0.5988,0.4627
32,30.3818,4.0415,15,0.6663,0.5714
33,8.8323,7.0741,2,0.5213,0.3493
34,23.3896,4.3395,11,0.653,0.5494
35,20.0168,4.5556,9,0.6431,0.5333
36,24.0395,4.183,11,0.66,0.561
37,23.9292,4.2082,11,0.6589,0.5591
38,30.3426,4.0479,15,0.6661,0.5709000000000001
