,request_timestamp,x_start,y_start,x_end,y_end,rider_idx,trip_start_subblock_id,trip_end_subblock_id
0,475.4050598144531,0.8976951837539671,0.5524941086769101,0.18550056219100902,0.828481912612915,2,14,3
1,519.7579956054688,0.12370246648788401,0.256624817848205,0.37081009149551303,0.512959063053131,4,1,6
2,412.4930114746094,0.254342973232269,0.702561497688293,0.377801895141601,0.554963588714599,4,6,6
3,465.32037353515625,0.7097374796867371,0.473206520080566,0.6044621467590331,0.049883186817169,4,9,8
4,494.8275451660156,0.531918108463287,0.899066805839538,0.920816779136657,0.8209567666053771,5,11,15
5,367.67327880859375,0.826462388038635,0.813076674938201,0.5171769857406611,0.250501632690429,6,15,9
6,535.9659423828125,0.386876702308654,0.662438988685607,0.8586685061454771,0.552556157112121,9,6,14
7,452.853759765625,0.6544471979141231,0.6846648454666131,0.179815709590911,0.324652969837188,10,10,1
8,412.8376159667969,0.721492707729339,0.25488895177841103,0.43051344156265203,0.8100314140319821,10,9,7
9,473.9408264160156,0.7273983955383301,0.41696232557296703,0.5817130208015441,0.11254334449768001,11,9,8
10,355.3861999511719,0.5010386705398561,0.9242199659347531,0.7464047074317931,0.8806571960449211,12,11,11
11,561.0148315429688,0.9687007665634151,0.272360563278198,0.825036346912384,0.635661244392395,13,13,14
12,404.3141784667969,0.385396599769592,0.071236550807952,0.5690901279449461,0.9863563179969781,14,4,11
13,422.0498962402344,0.031370997428894,0.5959036946296691,0.9671447873115541,0.6701748967170711,14,2,14
14,458.51251220703125,0.8965008854866021,0.156472623348236,0.17890673875808702,0.8328617215156551,14,12,3
15,522.7493896484375,0.822803139686584,0.6170353293418881,0.878291845321655,0.362403929233551,16,14,13
16,480.76885986328125,0.600521504878997,0.8880086541175841,0.029038310050964,0.326049387454986,19,11,1
17,416.51824951171875,0.10176205635070801,0.6968273520469661,0.5800926089286801,0.152751266956329,20,2,8
18,490.7485046386719,0.8737332224845881,0.6009283065795891,0.31120216846466003,0.593084037303924,22,14,6
19,607.39013671875,0.9286539554595941,0.9584822058677671,0.16601926088333102,0.03905713558197,22,15,0
