,idle_start_timestamp,idle_duration,idle_x_start,idle_y_start,driver_idx,idle_start_subblock_id
0,900,1200,0.6648294925689691,0.8570569753646851,0,11
1,600,201,0.42283344268798806,0.13821855187416002,1,4
2,1080,451,0.357187151908874,0.684178948402404,2,6
3,720,466,0.21046826243400502,0.279318511486053,3,1
4,420,362,0.20526547729969002,0.6798545122146601,4,2
5,1020,380,0.91176688671112,0.6911740899085991,5,14
6,1320,158,0.34371739625930703,0.40231499075889504,6,5
7,0,1052,0.6425810456275941,0.958980500698089,7,11
8,480,923,0.5090341567993161,0.12155671417713101,8,8
9,1260,1440,0.21407960355281802,0.409709274768829,9,1
10,660,1440,0.544228017330169,0.290670275688171,10,9
11,780,179,0.338022202253341,0.26351419091224604,11,5
12,1020,161,0.9519932270050041,0.08813209831714601,12,12
13,960,218,0.7978848218917841,0.187276452779769,13,12
14,1380,1028,0.49523001909255904,0.113765552639961,14,4
15,360,1440,0.63359534740448,0.8805124163627621,15,11
16,600,1104,0.133302092552185,0.902074038982391,16,3
17,1140,203,0.34595912694931,0.46230804920196505,17,5
18,1320,471,0.312398254871368,0.335413128137588,18,5
19,600,593,0.639769971370697,0.167179867625236,19,8
20,0,589,0.016388893127441,0.6070059537887571,20,2
21,960,138,0.5891235470771791,0.44457483291625904,21,9
22,480,256,0.10134974122047401,0.29837030172348,22,1
23,1260,150,0.9527622461318971,0.130971446633338,23,12
24,840,796,0.6745949983596801,0.49620392918586703,24,9
25,1200,1440,0.678865730762481,0.971209943294525,25,11
26,900,285,0.168848142027854,0.076133415102958,26,0
27,1320,121,0.855190753936767,0.703809380531311,27,14
28,1080,779,0.109335646033287,0.456036329269409,28,1
29,780,335,0.22489261627197202,0.69923996925354,29,2
30,1140,657,0.8364100456237791,0.273363471031188,30,13
31,660,1324,0.32737660408020003,0.10479256510734501,31,4
32,180,1440,0.988064229488372,0.525616884231567,32,14
33,480,645,0.230211332440376,0.534434795379638,33,2
34,540,206,0.016111120581626,0.345035672187805,34,1
35,480,459,0.10382980108261101,0.229014784097671,35,0
36,1260,279,0.255226850509643,0.7659225463867181,36,7
37,1260,1392,0.41209280490875205,0.8286167383193971,37,7
38,540,134,0.635291755199432,0.898827612400054,38,11
39,780,753,0.077860996127128,0.8598553538322441,39,3
40,900,535,0.271445572376251,0.086171850562095,40,4
41,480,288,0.45944833755493103,0.963239550590515,41,7
42,360,857,0.238896295428276,0.8766629099845881,42,3
43,300,530,0.23904094099998402,0.9536331295967101,43,3
44,420,259,0.99068683385849,0.7229431867599481,44,14
45,780,423,0.872194170951843,0.734906613826751,45,14
46,1320,318,0.69073486328125,0.08021731674671101,46,8
47,780,361,0.32405006885528503,0.6695041060447691,47,6
48,1140,1104,0.330667257308959,0.9631344676017761,48,7
49,420,749,0.47755575180053705,0.9199386239051811,49,7
50,1320,329,0.22588987648487002,0.527559101581573,50,2
51,960,372,0.806432008743286,0.25952631235122603,51,13
52,600,177,0.8932890892028801,0.48270341753959606,52,13
53,1080,801,0.210622444748878,0.6222071647644041,53,2
54,1200,794,0.032753586769104004,0.411294847726821,54,1
55,0,207,0.5416411757469171,0.6529520750045771,55,10
56,720,410,0.372085154056549,0.743895947933197,56,6
57,1020,454,0.6781949996948241,0.8265104889869691,57,11
58,540,344,0.276269555091857,0.42205578088760304,58,5
59,1140,122,0.794272065162658,0.32070505619049,59,13
60,720,709,0.297869563102722,0.000858023762702,60,4
61,480,183,0.231320217251777,0.5817101597785951,61,2
62,240,368,0.9547380208969111,0.775129437446594,62,15
63,1260,871,0.8361465930938721,0.15894326567649802,63,12
64,420,202,0.112257748842239,0.909570097923278,64,3
65,660,219,0.5631504058837891,0.8418694138526911,65,11
66,1320,522,0.5121522545814511,0.665277063846588,66,10
67,780,1082,0.371301233768463,0.308674931526184,67,5
68,960,355,0.377810299396514,0.373516619205474,68,5
69,780,141,0.7419027090072631,0.8392643928527831,69,11
70,1140,846,0.784228384494781,0.494032144546508,70,13
71,1140,369,0.9666507840156551,0.8670015335083001,71,15
72,840,366,0.6484136581420891,0.712723553180694,72,10
73,1020,126,0.8646968603134151,0.48561835289001404,73,13
74,420,612,0.9397028684616081,0.9144986271858211,74,15
75,480,277,0.9763764142990111,0.61993384361267,75,14
76,1080,230,0.153229445219039,0.180026337504386,76,0
77,720,914,0.628836989402771,0.559100806713104,77,10
78,1320,699,0.281907141208648,0.8349789381027221,78,7
79,420,313,0.446445256471633,0.253922551870346,79,5
80,1020,1289,0.7856420278549191,0.08116513490676801,80,12
81,240,476,0.309088468551635,0.852204918861389,81,7
82,960,136,0.986749291419982,0.8748112320899961,82,15
83,600,197,0.29186773300170904,0.8400831222534181,83,7
84,660,128,0.145739838480949,0.5374234914779661,84,2
85,780,225,0.40243446826934803,0.872265994548797,85,7
86,420,224,0.39757066965103105,0.17968559265136702,86,4
87,840,739,0.049315974116325004,0.7281113266944881,87,2
88,780,1440,0.29612335562705905,0.677034378051757,88,6
89,960,250,0.9099866747856141,0.8000739216804501,89,15
90,420,1114,0.7259940505027771,0.814832508563995,90,11
91,1200,398,0.696460843086242,0.14513979852199502,91,8
92,1260,257,0.6571689844131471,0.7263084053993221,92,10
93,840,505,0.619341850280761,0.22795723378658203,93,8
94,600,466,0.758610367774963,0.306239604949951,94,13
95,420,388,0.9995313286781311,0.8277959823608391,95,15
96,720,330,0.525448560714721,0.8940164446830751,96,11
97,1020,149,0.358457803726196,0.9117650985717771,97,7
98,1260,242,0.42087388038635204,0.327479511499404,98,5
99,600,545,0.42429301142692505,0.9763073921203611,99,7
