,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,16.7664,4.8387,7,0.63,0.5121
1,18.8026,4.525,8,0.6445000000000001,0.5356000000000001
2,18.8233,4.5176,8,0.6449,0.5361
3,13.4862,5.3519,5,0.6058,0.4736
4,25.4579,4.175,12,0.6604,0.5616
5,9.8976,7.0432,3,0.5228,0.3514
6,30.4729,4.0268,15,0.667,0.5725
7,25.1213,4.2486,12,0.6571,0.5561
8,11.7403,5.9021,4,0.5792,0.4328
9,17.0319,4.7168,7,0.6357,0.5212
10,9.9672,6.9049000000000005,3,0.5297000000000001,0.3609
11,10.0783,6.6985,3,0.54,0.3753
12,15.3116,4.9484,6,0.6249,0.5039
13,27.0487,4.1338,13,0.6622,0.5646
14,11.7342,5.909,4,0.5789000000000001,0.43220000000000003
15,37.1205,3.905,19,0.6724,0.5814
16,26.8409,4.1749,13,0.6604,0.5616
17,16.6038,4.9186,7,0.6263000000000001,0.5061
18,15.3186,4.9445,6,0.6251,0.5042
19,18.6541,4.5792,8,0.642,0.5315
20,10.0927,6.673,3,0.5413,0.3771
21,23.6202,4.2817,11,0.6556000000000001,0.5537000000000001
22,28.7404,4.08,14,0.6646000000000001,0.5686
23,32.1431,3.9896000000000003,16,0.6686000000000001,0.5752
24,25.2234,4.2258000000000004,12,0.6581,0.5578000000000001
25,33.5369,3.9954,17,0.6684,0.5748
26,17.1381,4.6707,7,0.6378,0.5247
27,17.1116,4.6821,7,0.6373,0.5238
28,23.149,4.4029,11,0.6501,0.5447000000000001
29,20.5488,4.385,9,0.6509,0.546
30,39.0529,3.8518,20,0.6747000000000001,0.5853
31,15.262,4.9761,6,0.6236,0.5018
32,35.3267,3.9477,18,0.6705,0.5783
33,29.9834,4.1081,15,0.6634,0.5665
34,25.5025,4.1655,12,0.6608,0.5623
35,13.7565,5.1554,5,0.6151,0.4884
36,20.1068,4.5252,9,0.6445000000000001,0.5355
37,5.2625,5.2625,0,0.61,0.4803
38,28.8777,4.0561,14,0.6657000000000001,0.5703
39,37.3047,3.8831,19,0.6734,0.583
40,23.8181,4.2341,11,0.6577000000000001,0.5572
41,34.982,3.9937,18,0.6685,0.5749000000000001
42,18.8242,4.5173,8,0.6449,0.5361
43,22.324,4.266,10,0.6563,0.5548000000000001
44,30.1401,4.0814,15,0.6646000000000001,0.5685
45,14.7786,5.2754,6,0.6094,0.47940000000000005
46,28.5048,4.1223,14,0.6627000000000001,0.5654
47,37.4296,3.8685,19,0.674,0.5841000000000001
48,23.1837,4.3936,11,0.6505000000000001,0.5454
49,6.6718,6.6718,1,0.5413,0.37720000000000004
50,13.4002,5.4194,5,0.6026,0.4686
51,20.3195,4.4559,9,0.6477,0.5407000000000001
52,35.2788,3.954,18,0.6702,0.5778
53,27.0562,4.1324,13,0.6623,0.5647
54,10.1716,6.5377,3,0.548,0.38670000000000004
55,25.3793,4.1918,12,0.6596000000000001,0.5603
56,6.9191,6.9191,1,0.529,0.3599
57,9.6821,7.5237,3,0.4988,0.31930000000000003
58,25.5624,4.153,12,0.6614,0.5632
59,26.5773,4.2292,13,0.6579,0.5576
60,17.07,4.7001,7,0.6365000000000001,0.5225000000000001
61,18.896,4.492,8,0.646,0.538
62,26.9391,4.1553,13,0.6613,0.5630000000000001
63,11.6862,5.964,4,0.5762,0.4282
64,13.2346,5.5569,5,0.596,0.45830000000000004
65,38.5232,3.9118,20,0.6721,0.5809000000000001
66,18.6774,4.5705,8,0.6424000000000001,0.5322
67,35.5841,3.9146,18,0.672,0.5807
68,18.4562,4.6548,8,0.6385000000000001,0.5259
69,14.7698,5.2813,6,0.6091,0.47890000000000005
70,16.7554,4.844,7,0.6298,0.5117
71,23.9696,4.1989,11,0.6593,0.5598000000000001
72,13.1545,5.6272,5,0.5926,0.4531
