,request_timestamp,x_start,y_start,x_end,y_end,rider_idx,trip_start_subblock_id,trip_end_subblock_id
0,579.6549682617188,0.6608363986015321,0.48044228553771906,0.6381430625915521,0.527850925922393,0,9,10
1,524.559326171875,0.28213125467300404,0.8285139799118041,0.257791578769683,0.5847315192222591,1,7,6
2,488.2989807128906,0.049750328063964004,0.38331949710845903,0.64210295677185,0.22507578134536702,2,1,8
3,402.2846374511719,0.7673590183258051,0.21799957752227703,0.838434159755706,0.495226204395294,4,12,13
4,597.7722778320312,0.287806749343872,0.28978306055068903,0.42960774898529,0.158916532993316,5,5,4
5,432.1776123046875,0.9163331985473631,0.324944019317626,0.275371253490448,0.686767101287841,6,13,6
6,466.9477844238281,0.288866519927978,0.8766490221023561,0.385865211486816,0.597858309745788,9,7,6
7,549.8851928710938,0.047731280326843005,0.16417241096496502,0.225073873996734,0.09934556484222401,9,0,0
8,400.7633972167969,0.399225115776062,0.9586107134819031,0.830605030059814,0.35005903244018505,13,7,13
9,455.7654724121094,0.596270740032196,0.552880883216857,0.22672277688980103,0.7590279579162591,14,10,3
10,342.75390625,0.7059256434440611,0.512739658355712,0.7508600950241081,0.973165929317474,15,10,15
11,427.48455810546875,0.47667276859283403,0.269969344139099,0.7139784097671501,0.8612399697303771,16,5,11
12,540.6463623046875,0.264888107776641,0.023674726486206003,0.643598496913909,0.388403832912445,16,4,9
13,516.9280395507812,0.614607334136962,0.419330656528472,0.280381202697753,0.351700901985168,17,9,5
14,456.4854431152344,0.07687872648239101,0.003406703472137,0.185178279876708,0.7172521352767941,18,0,2
15,475.59295654296875,0.269248247146606,0.637142956256866,0.37526112794876104,0.366309165954589,18,6,5
16,344.8645935058594,0.455410540103912,0.197219729423522,0.367535054683685,0.07567298412322901,20,4,4
17,611.2261962890625,0.9495291709899901,0.945716559886932,0.9365401864051811,0.645265817642211,23,15,14
18,482.8052673339844,0.837701499462127,0.044082224369049,0.8607329130172731,0.545579493045806,29,12,14
19,493.7024230957031,0.12068140506744301,0.8969587683677671,0.34245342016220004,0.49414336681365906,30,3,5
20,515.5226440429688,0.5499558448791501,0.087606966495513,0.00781762599945,0.387652158737182,30,8,1
21,437.78216552734375,0.5248121619224541,0.31859713792800903,0.9057684540748591,0.129344999790191,30,9,12
22,499.932861328125,0.830063104629516,0.48842066526412903,0.303111016750335,0.34260982275009105,31,13,5
23,477.8092041015625,0.408348202705383,0.42317545413970903,0.211589932441711,0.080685377120971,31,5,0
24,516.8145141601562,0.695109188556671,0.064912855625152,0.7186650633811951,0.13204640150070102,31,8,8
25,562.0172729492188,0.621689319610595,0.44178831577301003,0.742893815040588,0.8999826312065121,31,9,11
26,428.8153381347656,0.068950533866882,0.353591382503509,0.141092956066131,0.821187913417816,32,1,3
27,492.406982421875,0.309953987598419,0.15628486871719302,0.9981894493103021,0.6484102010726921,34,4,14
28,428.8606872558594,0.8156777620315551,0.22614729404449402,0.6566860675811761,0.791420519351959,36,12,11
29,578.4620971679688,0.38478410243988004,0.711560606956481,0.230420649051666,0.018563151359558,37,6,0
30,487.4428405761719,0.037191569805145,0.19900470972061102,0.7135244011878961,0.35876518487930303,37,0,9
31,499.9793701171875,0.507181882858276,0.6106381416320801,0.6777073144912721,0.651219308376312,37,10,10
32,485.2873229980469,0.27047652006149203,0.802919864654541,0.8396556377410881,0.875715017318725,38,7,15
33,425.3061828613281,0.7577023506164551,0.06050992012023901,0.516987562179565,0.5602480173110961,38,12,10
34,427.4213562011719,0.32500845193862904,0.8840634226799011,0.065560400485992,0.31619858741760204,39,7,1
35,426.5422668457031,0.9931834340095521,0.210113286972045,0.36206471920013406,0.7957488894462581,40,12,7
36,567.22265625,0.10616755485534601,0.179459989070892,0.832268476486206,0.9237475395202631,41,0,15
37,513.6371459960938,0.378965258598327,0.36259108781814503,0.905910670757293,0.80504423379898,43,5,15
38,517.569091796875,0.9344760179519651,0.46536517143249506,0.74565976858139,0.812060415744781,44,13,11
39,590.0853271484375,0.6693591475486751,0.550963699817657,0.272782564163208,0.731436789035797,45,10,6
40,454.9793701171875,0.435174703598022,0.10101711750030501,0.902040362358093,0.5705007314682,45,4,14
41,430.68353271484375,0.7098611593246461,0.325977385044097,0.32609307765960605,0.626863062381744,47,9,6
42,524.6976318359375,0.16684615612030002,0.5609365105628961,0.7900145053863521,0.913634836673736,47,2,15
43,484.10784912109375,0.21674275398254303,0.626353442668914,0.155500650405883,0.15258729457855202,48,2,0
