,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,12.1964,5.4454,4,0.6013000000000001,0.4666
1,35.5187,3.9229,18,0.6716000000000001,0.5801000000000001
2,12.1889,5.4521,4,0.601,0.4661
3,24.9443,4.2892,12,0.6552,0.5531
4,16.575,4.9332,7,0.6256,0.505
5,22.2975,4.2729,10,0.656,0.5543
6,35.6241,3.9095,18,0.6722,0.5811000000000001
7,23.2717,4.3702,11,0.6516000000000001,0.5471
8,25.1166,4.2497,12,0.657,0.556
9,17.1541,4.6639,7,0.6381,0.5252
10,10.3333,6.2829,3,0.5606,0.405
11,27.2701,4.0916,13,0.6641,0.5677
12,28.7377,4.0805,14,0.6646000000000001,0.5685
13,43.7603,3.8253,23,0.6759000000000001,0.5872
14,25.109,4.2514,12,0.6569,0.5559000000000001
15,20.2543,4.4767,9,0.6467,0.5392
16,10.4902,6.0606,3,0.5715,0.42110000000000003
17,20.2723,4.4709,9,0.647,0.5396000000000001
18,14.692,5.3351,6,0.6066,0.47490000000000004
19,10.1469,6.5793,3,0.5459,0.38370000000000004
20,13.0594,5.7143,5,0.5883,0.4466
21,11.6859,5.9644,4,0.5762,0.4282
22,8.587,7.71,2,0.48950000000000005,0.3073
23,11.8217,5.8123000000000005,4,0.5836,0.4394
24,35.2866,3.9529,18,0.6703,0.5779000000000001
25,18.666,4.5747,8,0.6422,0.5319
26,30.622,4.0032,15,0.668,0.5742
27,27.2277,4.0996,13,0.6638000000000001,0.5671
28,13.0742,5.7005,5,0.589,0.44770000000000004
29,15.4352,4.8812,6,0.628,0.5089
30,29.1081,4.017,14,0.6674,0.5732
31,20.2974,4.4629,9,0.6474000000000001,0.5402
32,18.6365,4.5857,8,0.6417,0.531
33,23.664,4.271,11,0.6561,0.5545
34,13.0679,5.7064,5,0.5887,0.44720000000000004
35,30.4742,4.0266,15,0.667,0.5725
36,8.4328,8.195,2,0.46530000000000005,0.2772
37,38.3815,3.9285,20,0.6714,0.5797
38,13.376,5.4388,5,0.6016,0.4671
39,35.6635,3.9046,18,0.6724,0.5814
40,15.463,4.8664,6,0.6287,0.51
41,15.3419,4.9316,6,0.6257,0.5051
42,18.8494,4.5084,8,0.6453,0.5368
43,32.3846,3.9545,16,0.6702,0.5778
44,13.6419,5.2359,5,0.6113000000000001,0.4823
45,23.9282,4.2084,11,0.6589,0.5591
46,24.8721,4.3062,12,0.6545000000000001,0.5518000000000001
47,18.2008,4.7589,8,0.6337,0.5181
48,35.7039,3.8995,18,0.6726000000000001,0.5818
49,30.3408,4.0482,15,0.666,0.5709000000000001
50,11.5371,6.1449,4,0.5673,0.41500000000000004
51,26.922,4.1587,13,0.6611,0.5628000000000001
52,28.5132,4.1208,14,0.6628000000000001,0.5656
53,20.3035,4.461,9,0.6474000000000001,0.5403
54,13.5225,5.3241,5,0.6071000000000001,0.4757
55,23.5369,4.3023,11,0.6547000000000001,0.5521
56,18.4566,4.6547,8,0.6385000000000001,0.5259
57,23.405,4.3356,11,0.6531,0.5497000000000001
58,23.8476,4.2271,11,0.658,0.5577
