,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,26.967,4.1498,13,0.6615,0.5634
1,17.1821,4.652,7,0.6387,0.5261
2,23.652,4.2739,11,0.6559,0.5542
3,9.9274,6.9829,3,0.5258,0.35550000000000004
4,32.0039,4.0104,16,0.6677000000000001,0.5737
5,15.2876,4.9618,6,0.6243000000000001,0.5029
6,15.0281,5.1142,6,0.6171,0.4914
7,17.1706,4.6569,7,0.6384000000000001,0.5257000000000001
8,28.3154,4.1575,14,0.6612,0.5629000000000001
9,6.8775,6.8775,1,0.5311,0.3628
10,25.0029,4.2756,12,0.6559,0.5541
11,23.6501,4.2744,11,0.6559,0.5542
12,17.1998,4.6446,7,0.639,0.5266000000000001
13,35.3047,3.9506,18,0.6704,0.5781000000000001
14,38.51,3.9134,20,0.672,0.5808
15,25.5245,4.1609,12,0.661,0.5626
16,31.9713,4.0154,16,0.6675,0.5733
17,15.1229,5.0568,6,0.6198,0.49570000000000003
18,27.1394,4.1163,13,0.663,0.5659000000000001
19,22.2511,4.2849,10,0.6554,0.5534
20,21.8578,4.3919,10,0.6506000000000001,0.5455
21,38.5803,3.9052000000000002,20,0.6724,0.5814
22,22.0881,4.3281,10,0.6535000000000001,0.5502
23,14.9445,5.1665,6,0.6146,0.48750000000000004
24,28.28,4.1642,14,0.6609,0.5624
25,18.7544,4.5423,8,0.6437,0.5343
26,23.8238,4.2327,11,0.6578,0.5573
27,16.5267,4.958,7,0.6244000000000001,0.5032
28,25.1778,4.2359,12,0.6576000000000001,0.5571
29,18.6595,4.5772,8,0.6421,0.5317000000000001
30,22.1647,4.3076,10,0.6544,0.5517000000000001
31,32.2062,3.9803,16,0.6691,0.5759000000000001
32,21.8909,4.3826,10,0.651,0.5462
33,26.6003,4.2244,13,0.6582,0.5579000000000001
34,31.5912,4.0745,16,0.6649,0.5690000000000001
35,25.2304,4.2243,12,0.6582,0.5579000000000001
36,15.5365,4.8282,6,0.6305000000000001,0.5129
37,18.5389,4.6227,8,0.64,0.5283
38,16.9252,4.7646,7,0.6335000000000001,0.5177
39,15.2384,4.9895000000000005,6,0.623,0.5008
40,18.4272,4.6663,8,0.638,0.525
41,30.3681,4.0437,15,0.6662,0.5712
42,8.3817,8.3738,2,0.45640000000000003,0.2666
43,21.6939,4.4393,10,0.6484,0.542
44,35.7901,3.8888000000000003,18,0.6731,0.5826
45,45.9848,3.759,24,0.6788000000000001,0.592
46,32.2218,3.9781,16,0.6692,0.5761000000000001
47,27.1775,4.1091,13,0.6633,0.5664
48,26.6534,4.2133,13,0.6587000000000001,0.5587
49,24.0379,4.1834,11,0.66,0.5609000000000001
50,24.8387,4.3141,12,0.6541,0.5513
51,32.0523,4.0032,16,0.668,0.5742
52,28.8256,4.0651,14,0.6653,0.5697
53,16.7413,4.8508000000000004,7,0.6294000000000001,0.5112
54,22.3358,4.263,10,0.6564,0.5551
55,14.9949,5.1348,6,0.6161,0.4899
56,23.2722,4.3701,11,0.6516000000000001,0.5471
57,18.207,4.7563,8,0.6338,0.5183
58,18.6129,4.5946,8,0.6413,0.5304
59,33.8095,3.9572,17,0.6701,0.5776
60,37.1392,3.9028,19,0.6725,0.5816
61,28.6056,4.104,14,0.6636000000000001,0.5668000000000001
62,37.2602,3.8884,19,0.6731,0.5826
63,13.7364,5.1692,5,0.6145,0.4873
64,13.6603,5.2227,5,0.6119,0.4833
65,26.9616,4.1509,13,0.6615,0.5633
66,13.6096,5.2594,5,0.6102000000000001,0.4806
67,22.1629,4.3081,10,0.6544,0.5517000000000001
68,9.6353,7.64,3,0.493,0.31170000000000003
69,11.3262,6.4293000000000005,4,0.5533,0.39440000000000003
70,15.254,4.9807,6,0.6234000000000001,0.5014000000000001
71,26.6756,4.2087,13,0.6589,0.5591
72,18.616,4.5934,8,0.6414000000000001,0.5305
73,27.2072,4.1035,13,0.6636000000000001,0.5668000000000001
74,23.3078,4.3607,11,0.652,0.5478000000000001
75,13.6462,5.2328,5,0.6115,0.48250000000000004
76,27.0187,4.1397,13,0.662,0.5642
77,8.3763,8.3763,2,0.45630000000000004,0.2664
78,25.4129,4.1845,12,0.66,0.5609000000000001
79,12.1816,5.4585,4,0.6007,0.4657
80,11.6305,6.0298,4,0.5730000000000001,0.4234
81,18.9447,4.4751,8,0.6468,0.5393
82,34.0761,3.9212000000000002,17,0.6717000000000001,0.5802
83,16.8754,4.7874,7,0.6324000000000001,0.5159
84,25.2898,4.2112,12,0.6588,0.5589000000000001
85,33.5346,3.9957000000000003,17,0.6684,0.5748
86,36.8195,3.942,19,0.6708000000000001,0.5787
87,22.221,4.2928,10,0.6551,0.5528000000000001
88,35.1523,3.9707,18,0.6695,0.5766
89,18.8133,4.5212,8,0.6447,0.5358
90,23.56,4.2965,11,0.6549,0.5526
91,11.8285,5.805,4,0.5839,0.4399
92,22.0813,4.33,10,0.6534,0.5501
93,16.8569,4.796,7,0.632,0.5153
94,15.2485,4.9838000000000005,6,0.6232,0.5012
95,18.1841,4.7659,8,0.6334000000000001,0.5175000000000001
96,15.2462,4.9851,6,0.6232,0.5011
97,20.5022,4.3991,9,0.6503,0.5449
98,18.6046,4.5977,8,0.6412,0.5301
99,33.7226,3.9693,17,0.6695,0.5767
100,23.5041,4.3105,11,0.6543,0.5515
101,15.4369,4.8803,6,0.6281,0.509
102,11.9815,5.6471,4,0.5916,0.4516
103,28.9203,4.0488,14,0.666,0.5709000000000001
104,29.0258,4.0308,14,0.6668000000000001,0.5722
105,25.1443,4.2435,12,0.6573,0.5565
106,24.0278,4.1856,11,0.6599,0.5608000000000001
107,40.1636,3.8916,21,0.673,0.5824
108,15.4994,4.8474,6,0.6296,0.5114000000000001
109,20.2304,4.4845,9,0.6464000000000001,0.5386000000000001
110,32.0692,4.0006,16,0.6682,0.5744
111,7.123,7.123,1,0.5188,0.34590000000000004
112,32.1934,3.9822,16,0.669,0.5757
113,15.1728,5.0274,6,0.6212,0.4979
114,23.2734,4.3697,11,0.6516000000000001,0.5471
115,23.2637,4.3723,11,0.6515000000000001,0.5469
116,10.3612,6.2417,3,0.5626,0.40790000000000004
117,35.1738,3.9678,18,0.6696000000000001,0.5768
118,23.4566,4.3224,11,0.6537000000000001,0.5506
119,33.7294,3.9683,17,0.6696000000000001,0.5768
120,15.3187,4.9444,6,0.6251,0.5042
121,30.1914,4.0728,15,0.665,0.5691
122,29.1037,4.0177,14,0.6674,0.5731
123,32.1169,3.9935,16,0.6685,0.5749000000000001
124,40.462,3.8592,21,0.6744,0.5847
125,32.2658,3.9716,16,0.6694,0.5765
126,22.2682,4.2804,10,0.6556000000000001,0.5538000000000001
127,31.9986,4.0112,16,0.6677000000000001,0.5736
128,17.069,4.7005,7,0.6364000000000001,0.5224
129,27.1952,4.1057,13,0.6635,0.5667
130,28.93,4.0471,14,0.6661,0.5710000000000001
131,10.3753,6.2212,3,0.5636,0.40940000000000004
132,19.8841,4.6018,9,0.641,0.5298
133,28.8149,4.067,14,0.6652,0.5695
134,5.382,5.382,0,0.6043000000000001,0.47140000000000004
