,idle_start_timestamp,idle_duration,idle_x_start,idle_y_start,driver_idx,idle_start_subblock_id
0,1320,478,0.230131581425666,0.8986701965332031,0,3
1,720,531,0.331799209117889,0.519311785697937,1,6
2,720,760,0.7365789413452141,0.39259657263755804,2,9
3,1080,158,0.13693338632583602,0.7171859741210931,3,2
4,600,175,0.839443385601043,0.537328004837036,4,14
5,1140,679,0.779016494750976,0.754457473754882,5,15
6,780,163,0.9909208416938781,0.19876526296138702,6,12
7,1320,1440,0.775406002998352,0.987855732440948,7,15
8,900,375,0.261937260627746,0.26761570572853,8,5
9,1020,225,0.70755934715271,0.8788429498672481,9,11
10,780,357,0.155640348792076,0.7428347468376161,10,2
11,840,1440,0.039679646492004006,0.180664628744125,11,0
12,780,307,0.176005214452743,0.8322395086288451,12,3
13,1260,583,0.45818552374839705,0.21695436537265703,13,4
14,540,704,0.887447953224182,0.375433564186096,14,13
15,720,228,0.08004106581211001,0.745338201522827,15,2
16,480,414,0.793428182601928,0.140128061175346,16,12
17,360,175,0.521725893020629,0.8817800283432,17,11
18,360,356,0.7841973304748531,0.304157137870788,18,13
19,120,1440,0.9515210390090941,0.33584618568420405,19,13
20,1020,318,0.9915776848793031,0.49040263891220004,20,13
21,1080,1029,0.766953349113464,0.13577422499656602,21,12
22,840,122,0.647416412830352,0.746802926063537,22,10
23,1140,342,0.42350423336029,0.171917915344238,23,4
24,960,563,0.731006145477294,0.131906688213348,24,8
25,900,1440,0.553554236888885,0.075153723359107,25,8
26,1200,1011,0.6934206485748291,0.773816347122192,26,11
27,480,1440,0.480561017990112,0.834194779396057,27,7
28,0,378,0.532466828823089,0.123663023114204,28,8
29,1320,1440,0.363493353128433,0.078341618180274,29,4
30,480,144,0.469065606594085,0.862057328224182,30,7
31,1080,145,0.01252457499504,0.788942217826843,31,3
32,420,243,0.5657129883766171,0.44345420598983704,32,9
33,600,701,0.7476202845573421,0.9123263955116271,33,11
34,420,1440,0.002039417624473,0.9542073607444761,34,3
35,1140,388,0.002988532185554,0.806337058544158,35,3
36,1080,174,0.7513515353202821,0.070488855242729,36,12
37,1140,362,0.70021378993988,0.46030282974243103,37,9
38,900,409,0.08947005867958001,0.6004731655120851,38,2
39,1020,250,0.7098278999328611,0.144480422139167,39,8
40,300,439,0.7983763217926021,0.810421228408813,40,15
41,1140,996,0.46366876363754206,0.7774556875228881,41,7
42,1080,318,0.716113328933715,0.048129603266716,42,8
43,780,600,0.490608513355255,0.018710538744926,43,4
44,0,149,0.45395588874816806,0.057057544589042004,44,4
45,960,1399,0.254280358552932,0.26916402578353804,45,5
46,840,290,0.513676643371582,0.227921649813652,46,8
47,1260,471,0.30020174384117104,0.765258431434631,47,7
48,480,253,0.294978499412536,0.594858407974243,48,6
49,1260,1408,0.365250647068023,0.558834910392761,49,6
50,1380,867,0.6055169105529781,0.15330222249031,50,8
51,960,688,0.9776779413223261,0.32444918155670105,51,13
52,1260,301,0.31850570440292303,0.135300382971763,52,4
53,1020,268,0.42866724729537903,0.6842358112335201,53,6
54,1140,154,0.10829299688339201,0.601553559303283,54,2
55,1140,689,0.23591576516628202,0.7459254860877991,55,2
56,1200,554,0.798217058181762,0.9217914342880241,56,15
57,300,461,0.9510914087295531,0.527944564819335,57,14
58,660,207,0.188522279262542,0.416318953037261,58,1
59,540,286,0.455578416585922,0.699437141418457,59,6
60,1080,482,0.22652715444564803,0.8343200683593751,60,3
61,120,323,0.09613731503486601,0.232425212860107,61,0
62,660,251,0.782491564750671,0.9330703020095821,62,15
63,1320,140,0.21715562045574102,0.455098628997802,63,1
64,600,139,0.36476975679397505,0.946038901805877,64,7
65,960,153,0.42560845613479603,0.286894470453262,65,5
66,960,1062,0.21962971985340102,0.4817915558815,66,1
67,540,390,0.5524739623069761,0.506137192249298,67,10
68,540,968,0.7092482447624201,0.065416112542152,68,8
69,1080,238,0.38936865329742404,0.256634980440139,69,5
70,840,349,0.9719874262809751,0.323999017477035,70,13
71,660,267,0.083891302347183,0.10056930780410701,71,0
72,420,298,0.949023485183715,0.82479453086853,72,15
73,1140,214,0.6803984642028801,0.319800078868865,73,9
74,360,321,0.49076172709465005,0.109085723757743,74,4
75,1140,1315,0.8537716865539551,0.038101837038993,75,12
76,720,307,0.505210101604461,0.449029505252838,76,9
77,420,127,0.473682284355163,0.750474214553833,77,7
78,600,128,0.88764488697052,0.9670916795730591,78,15
79,1140,501,0.451466858386993,0.563823103904724,79,6
80,1200,286,0.375869363546371,0.9730404019355771,80,7
81,540,603,0.20169207453727703,0.8695467710494991,81,3
82,1080,553,0.32857495546340904,0.8344570994377131,82,7
83,960,1029,0.301457613706588,0.288972318172454,83,5
84,960,544,0.899158000946044,0.188769116997718,84,12
85,480,1440,0.5618122816085811,0.21858160197734802,85,8
86,1320,341,0.216139212250709,0.6374355554580681,86,2
87,180,174,0.47051745653152405,0.9269417524337761,87,7
88,1020,1354,0.750510156154632,0.904284477233886,88,15
89,960,1025,0.791447758674621,0.41268497705459506,89,13
90,660,1440,0.036124169826507,0.948513329029083,90,3
91,1080,605,0.8290743231773371,0.81933569908142,91,15
92,1320,700,0.11759988963603901,0.609080076217651,92,2
93,1140,473,0.6025210022926331,0.911353528499603,93,11
94,1140,715,0.018325418233871002,0.23425799608230502,94,0
95,600,136,0.39559000730514504,0.7618996500968931,95,7
96,420,329,0.6649843454360961,0.39083331823349,96,9
97,480,278,0.897118747234344,0.700926661491394,97,14
98,660,389,0.609948694705963,0.45934841036796503,98,9
99,780,903,0.757356643676757,0.518944680690765,99,14
