,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,17.0623,4.7034,7,0.6363,0.5222
1,35.2781,3.954,18,0.6702,0.5778
2,27.0318,4.1371,13,0.6621,0.5644
3,15.0234,5.1171,6,0.6169,0.4912
4,43.8858,3.8133,23,0.6764,0.5881000000000001
5,24.8377,4.3144,12,0.6541,0.5512
6,25.0171,4.2724,12,0.656,0.5544
7,8.7985,7.1535,2,0.5173,0.34390000000000004
8,8.1234,8.1234,2,0.46890000000000004,0.28150000000000003
9,31.9893,4.0126,16,0.6676000000000001,0.5735
10,21.673,4.4455,10,0.6481,0.5415
11,23.8201,4.2336,11,0.6577000000000001,0.5572
12,10.1821,6.5203,3,0.5488000000000001,0.3879
13,11.7592,5.8809000000000005,4,0.5803,0.4343
14,32.0745,3.9998,16,0.6682,0.5745
15,32.3311,3.9622,16,0.6699,0.5772
16,23.5174,4.3071,11,0.6544,0.5518000000000001
17,6.6931,6.6931,1,0.5403,0.37570000000000003
18,25.0982,4.2539,12,0.6568,0.5557
19,28.9605,4.0419,14,0.6663,0.5714
20,10.2185,6.4609,3,0.5518000000000001,0.3922
21,23.446,4.3251,11,0.6536000000000001,0.5504
22,23.2076,4.3872,11,0.6508,0.5458000000000001
23,28.9869,4.0374,14,0.6665,0.5717
24,16.6881,4.8767000000000005,7,0.6282,0.5092
25,20.3488,4.4466,9,0.6481,0.5414
26,27.3275,4.0809,13,0.6646000000000001,0.5685
27,32.029,4.0067,16,0.6679,0.5740000000000001
28,20.1033,4.5264,9,0.6444000000000001,0.5355
29,28.5335,4.1171,14,0.663,0.5658000000000001
30,10.0183,6.8077,3,0.5346000000000001,0.36760000000000004
31,31.6645,4.0628,16,0.6654,0.5698
32,19.8861,4.6011,9,0.641,0.5299
33,25.6238,4.1403,12,0.6619,0.5641
34,36.7466,3.9511,19,0.6704,0.578
35,28.2916,4.162,14,0.661,0.5625
36,30.3901,4.0401,15,0.6664,0.5715
37,20.1823,4.5002,9,0.6456000000000001,0.5374
38,29.0902,4.02,14,0.6673,0.5730000000000001
39,6.4934,6.4934,1,0.5502,0.38980000000000004
40,21.8999,4.38,10,0.6511,0.5464
41,18.8983,4.4912,8,0.6461,0.5381
42,15.3552,4.9243,6,0.626,0.5057
43,16.4115,5.0187,7,0.6216,0.49860000000000004
44,16.5536,4.9441,7,0.6251,0.5042
45,19.9883,4.5654,9,0.6427,0.5325
46,28.2489,4.1701,14,0.6606000000000001,0.5619000000000001
47,21.6498,4.4524,10,0.6478,0.541
48,28.590700000000002,4.1067,14,0.6634,0.5666
49,33.3029,4.0292,17,0.6669,0.5723
50,11.5038,6.1874,4,0.5653,0.41190000000000004
51,14.7498,5.295,6,0.6085,0.47790000000000005
52,25.5744,4.1505,12,0.6615,0.5634
53,24.9668,4.284,12,0.6555000000000001,0.5535
54,36.7788,3.9471,19,0.6705,0.5783
55,13.4948,5.3453,5,0.6061000000000001,0.4741
56,30.4691,4.0274,15,0.667,0.5724
57,11.4144,6.3059,4,0.5594,0.4033
58,26.7869,4.1858,13,0.6599,0.5608000000000001
59,26.8037,4.1824,13,0.66,0.561
60,9.905100000000001,7.028,3,0.5236000000000001,0.3524
61,20.2499,4.4782,9,0.6467,0.5391
62,8.4698,8.0714,2,0.47150000000000003,0.2847
63,13.811,5.1183,5,0.6169,0.49110000000000004
64,15.4579,4.8691,6,0.6286,0.5098
65,25.5391,4.1579,12,0.6612,0.5628000000000001
66,23.9018,4.2145,11,0.6586000000000001,0.5586
67,25.1347,4.2456,12,0.6572,0.5563
68,30.3991,4.0387,15,0.6665,0.5716
69,16.7923,4.8264000000000005,7,0.6306,0.513
70,19.8116,4.6277,9,0.6398,0.5279
71,17.2845,4.6095,7,0.6406000000000001,0.5293
72,23.643,4.2761000000000005,11,0.6558,0.5541
73,18.6264,4.5895,8,0.6416000000000001,0.5307000000000001
74,30.6447,3.9996,15,0.6682,0.5745
75,29.0454,4.0275,14,0.667,0.5724
76,26.9468,4.1538,13,0.6613,0.5631
77,16.9451,4.7555,7,0.6339,0.5183
78,18.1674,4.773,8,0.6331,0.517
79,35.2987,3.9513000000000003,18,0.6703,0.578
80,37.464,3.8645,19,0.6742,0.5844
81,16.9427,4.7566,7,0.6338,0.5182
82,18.6315,4.5876,8,0.6416000000000001,0.5309
83,26.6253,4.2191,13,0.6584,0.5583
84,20.1793,4.5012,9,0.6456000000000001,0.5373
85,21.8718,4.3879,10,0.6508,0.5458000000000001
86,8.1944,8.1944,2,0.46530000000000005,0.2772
87,12.0332,5.5966000000000005,4,0.594,0.4554
88,30.4271,4.0342,15,0.6667000000000001,0.5719000000000001
89,26.9169,4.1597,13,0.6611,0.5627
90,21.9015,4.3796,10,0.6511,0.5464
91,13.8037,5.1232,5,0.6167,0.4908
92,13.1605,5.6219,5,0.5928,0.4535
93,21.5967,4.4683,10,0.6471,0.5398000000000001
94,23.3362,4.3533,11,0.6523,0.5483
95,32.486,3.9401,16,0.6708000000000001,0.5788
96,25.4325,4.1804,12,0.6601,0.5612
97,20.5376,4.3884,9,0.6507000000000001,0.5457000000000001
98,19.9485,4.5792,9,0.642,0.5315
99,21.885,4.3842,10,0.6509,0.5461
100,21.8303,4.3998,10,0.6502,0.5449
101,15.3836,4.9089,6,0.6267,0.5068
102,18.5927,4.6022,8,0.641,0.5298
103,30.1533,4.0792,15,0.6647000000000001,0.5686
104,15.0702,5.0884,6,0.6183000000000001,0.4934
105,25.3146,4.2058,12,0.659,0.5593
106,28.8739,4.0567,14,0.6657000000000001,0.5703
107,36.6985,3.9572,19,0.6701,0.5776
108,23.5909,4.2889,11,0.6553,0.5531
109,16.7039,4.8689,7,0.6286,0.5098
110,11.4666,6.2359,4,0.5629000000000001,0.40840000000000004
111,25.5235,4.1611,12,0.661,0.5626
112,23.174,4.3961,11,0.6504,0.5452
113,23.744,4.2517,11,0.6569,0.5559000000000001
114,9.9688,6.9017,3,0.5299,0.36110000000000003
115,20.4419,4.4176,9,0.6494,0.5436
116,18.7761,4.5345,8,0.6441,0.5349
117,21.6519,4.4518,10,0.6479,0.541
118,32.3822,3.9548,16,0.6702,0.5778
119,27.1175,4.1206,13,0.6628000000000001,0.5656
120,15.5458,4.8235,6,0.6307,0.5132
121,19.9105,4.5925,9,0.6414000000000001,0.5305
122,19.8023,4.631,9,0.6396000000000001,0.5276000000000001
123,21.927,4.3724,10,0.6515000000000001,0.5469
124,13.3209,5.484,5,0.5995,0.46380000000000005
125,16.6776,4.8818,7,0.628,0.5089
126,28.7677,4.0752,14,0.6648000000000001,0.5689000000000001
127,16.7974,4.8239,7,0.6307,0.5132
128,16.6798,4.8807,7,0.628,0.5089
129,20.2294,4.4848,9,0.6464000000000001,0.5386000000000001
130,11.354,6.3898,4,0.5553,0.39730000000000004
131,22.3035,4.2713,10,0.656,0.5544
132,22.188,4.3015,10,0.6547000000000001,0.5522
133,17.011,4.726,7,0.6352,0.5205000000000001
134,28.2124,4.1771,14,0.6603,0.5614
135,28.7246,4.0828,14,0.6645,0.5684
136,28.5089,4.1216,14,0.6628000000000001,0.5655
137,30.4867,4.0246,15,0.6671,0.5726
138,8.6814,7.448,2,0.5026,0.3242
139,13.0145,5.7569,5,0.5863,0.4435
140,8.4293,8.2069,2,0.4647,0.2765
141,11.722,5.9229,4,0.5782,0.4312
142,19.9576,4.576,9,0.6422,0.5318
143,27.0328,4.1369,13,0.6621,0.5644
144,20.3474,4.447,9,0.6481,0.5414
145,25.5912,4.147,12,0.6616000000000001,0.5636
146,22.3318,4.264,10,0.6564,0.555
147,22.013,4.3486,10,0.6526000000000001,0.5487000000000001
148,23.9053,4.2137,11,0.6586000000000001,0.5587
149,15.2435,4.9866,6,0.6231,0.501
150,21.9236,4.3734,10,0.6514,0.5469
151,29.9195,4.1192,15,0.6629,0.5657
152,19.8336,4.6198,9,0.6402,0.5285000000000001
153,23.8092,4.2362,11,0.6576000000000001,0.557
154,21.5711,4.476,10,0.6468,0.5392
155,25.033,4.2687,12,0.6562,0.5546
156,16.7564,4.8435,7,0.6298,0.5117
157,16.9909,4.7349,7,0.6348,0.5199
158,34.9985,3.9914,18,0.6686000000000001,0.5751000000000001
159,23.916,4.2112,11,0.6588,0.5589000000000001
160,9.7863,7.2809,3,0.511,0.33530000000000004
161,16.4037,5.0229,7,0.6214000000000001,0.4983
162,13.4336,5.3929,5,0.6038,0.4706
163,21.6663,4.4475,10,0.6481,0.5413
164,23.8185,4.234,11,0.6577000000000001,0.5572
165,22.2056,4.2968,10,0.6549,0.5525
166,20.4251,4.4227,9,0.6492,0.5432
167,14.7353,5.305,6,0.608,0.4771
168,33.7328,3.9678,17,0.6696000000000001,0.5768
169,33.7025,3.9721,17,0.6694,0.5765
170,21.5818,4.4728,10,0.6469,0.5395
171,25.6769,4.1294,12,0.6624,0.5649000000000001
172,15.3391,4.9332,6,0.6256,0.505
173,10.0,6.842,3,0.5329,0.3653
174,7.0269,7.0269,1,0.5236000000000001,0.35250000000000004
175,24.0305,4.185,11,0.6599,0.5608000000000001
176,34.9828,3.9936000000000003,18,0.6685,0.5749000000000001
177,14.9784,5.1451,6,0.6156,0.48910000000000003
178,13.0601,5.7137,5,0.5884,0.44670000000000004
179,16.4227,5.0127,7,0.6219,0.499
180,32.3932,3.9533,16,0.6703,0.5779000000000001
181,22.3428,4.2612,10,0.6565000000000001,0.5552
182,15.2782,4.967,6,0.624,0.5025000000000001
183,35.5299,3.9215,18,0.6717000000000001,0.5802
184,23.1637,4.3989,11,0.6503,0.545
185,25.1679,4.2382,12,0.6575000000000001,0.5569000000000001
