,current_day,square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,distance_normalized_price,rider_acceptance_prob,driver_acceptance_prob
0,0,9,871,70,161,4,2.2124,165,12.1465,5.4903,0.5992000000000001,0.46330000000000005
1,0,11,755,77,245,8,3.9641,253,18.4546,4.6555,0.6385000000000001,0.5258
2,0,11,33,77,338,13,6.2606,351,26.5343,4.2383,0.6575000000000001,0.5569000000000001
3,0,11,4,77,381,5,2.5147,386,13.4767,5.3592,0.6054,0.4731
4,0,2,166,86,410,10,4.9031,420,21.7236,4.4306,0.6488,0.5426
5,0,4,107,41,390,9,4.4056,399,20.0383,4.5483,0.6434000000000001,0.5338
6,0,7,125,42,410,2,0.9438000000000001,412,8.2777,8.2777,0.4612,0.2722
7,0,12,198,0,390,12,6.1771,402,25.6024,4.1447,0.6617000000000001,0.5638000000000001
8,0,4,164,41,422,6,3.1305,428,15.3774,4.9122,0.6266,0.5066
9,0,5,141,23,445,16,7.7995,461,31.6751,4.0612,0.6655,0.5700000000000001
10,0,7,144,42,439,17,8.3295,456,33.4197,4.0122,0.6676000000000001,0.5735
11,0,14,197,98,434,18,8.858600000000001,452,35.1626,3.9693,0.6695,0.5767
12,0,5,3,23,467,7,3.3371,474,16.5336,4.9544,0.6246,0.5034000000000001
13,0,7,2,42,454,3,1.3274,457,9.7558,7.3497,0.5075000000000001,0.3307
14,0,11,61,77,474,7,3.5726,481,16.9621,4.7479000000000005,0.6342,0.5189
15,0,12,60,0,479,14,6.7677,493,28.2373,4.1723,0.6605000000000001,0.5618000000000001
16,0,14,80,98,468,14,7.1243,482,28.8863,4.0546,0.6658000000000001,0.5704
17,0,3,164,54,504,20,9.9039,524,38.6252,3.9,0.6726000000000001,0.5818
18,0,5,51,23,509,6,2.9102,515,14.9765,5.1463,0.6156,0.489
19,0,8,119,61,485,17,8.4534,502,33.6451,3.9801,0.6691,0.5759000000000001
20,0,3,46,54,535,15,7.6389000000000005,550,30.6028,4.0062,0.6679,0.5740000000000001
21,0,5,10,23,514,3,1.3628,517,9.8203,7.206,0.5147,0.3403
22,0,8,160,61,525,11,5.3782,536,23.3683,4.345,0.6527000000000001,0.549
23,0,11,2,77,523,8,3.7606,531,18.0842,4.8089,0.6314000000000001,0.5143
24,0,12,151,0,518,7,3.5701,525,16.9576,4.7499,0.6341,0.5187
25,0,3,37,54,554,14,7.1083,568,28.8572,4.0596,0.6655,0.5701
26,0,4,82,41,540,13,6.3174,553,26.6377,4.2165,0.6585000000000001,0.5585
27,0,8,76,61,541,9,4.5056,550,20.2201,4.4878,0.6462,0.5383
28,0,11,223,77,554,9,4.7271,563,20.6234,4.3628,0.6519,0.5476
29,0,5,999,23,599,14,6.7918,613,28.281,4.164,0.6609,0.5624
30,0,8,165,61,575,9,4.6287,584,20.4443,4.4168,0.6495000000000001,0.5436
31,0,12,897,0,599,15,7.6727,614,30.6643,3.9966,0.6683,0.5747
32,0,1,160,7,616,6,2.8399,622,14.848700000000001,5.2285,0.6117,0.4829
33,0,8,50,61,624,19,9.5813,643,37.258,3.8886,0.6731,0.5826
34,0,13,864,11,1084,14,6.8498,1098,28.3867,4.1441,0.6618,0.5638000000000001
35,0,13,271,11,1119,5,2.4105,1124,13.2871,5.5122,0.5981000000000001,0.4617
36,0,4,953,41,1192,12,5.9386,1204,25.1683,4.2381,0.6575000000000001,0.5569000000000001
37,0,4,642,41,1267,15,7.2724,1282,29.9358,4.1164,0.663,0.5659000000000001
38,0,12,998,95,1286,10,5.1642,1296,22.1988,4.2986,0.6548,0.5524
39,0,4,638,41,1301,15,7.4327,1316,30.2276,4.0668,0.6652,0.5695
40,0,4,612,41,1333,6,3.1008,1339,15.3234,4.9418,0.6252,0.5044000000000001
41,0,4,632,41,1362,11,5.3117,1373,23.2474,4.3766,0.6513,0.5466
42,0,15,777,89,145,11,5.661,156,23.883,4.2189,0.6584,0.5583
43,0,15,777,89,145,11,5.661,156,23.883,4.2189,0.6584,0.5583
44,0,5,774,9,178,7,3.2883,185,16.4447,5.001,0.6224000000000001,0.4999
45,0,5,774,9,178,7,3.2883,185,16.4447,5.001,0.6224000000000001,0.4999
46,0,1,790,7,202,17,8.653,219,34.0084,3.9303,0.6713,0.5795
47,0,1,790,7,202,17,8.653,219,34.0084,3.9303,0.6713,0.5795
48,0,2,807,68,207,20,10.1265,227,39.0301,3.8543,0.6746,0.5851000000000001
49,0,2,807,68,207,20,10.1265,227,39.0301,3.8543,0.6746,0.5851000000000001
50,0,2,754,68,269,17,8.4494,286,33.6379,3.9811,0.669,0.5758
51,0,2,754,68,269,17,8.4494,286,33.6379,3.9811,0.669,0.5758
52,0,10,966,90,252,10,5.1694,262,22.2082,4.2961,0.6549,0.5526
53,0,10,966,90,252,10,5.1694,262,22.2082,4.2961,0.6549,0.5526
54,0,15,843,89,318,24,12.0809,342,45.7073,3.7834,0.6777000000000001,0.5902000000000001
55,0,15,843,89,318,24,12.0809,342,45.7073,3.7834,0.6777000000000001,0.5902000000000001
56,0,13,894,37,352,18,8.8136,370,35.0807,3.9803,0.6691,0.5759000000000001
