,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,26.8958,4.1639,13,0.6609,0.5624
1,10.2371,6.4311,3,0.5532,0.39430000000000004
2,21.7257,4.43,10,0.6489,0.5426
3,20.0263,4.5524000000000004,9,0.6433,0.5335
4,26.7502,4.1933,13,0.6596000000000001,0.5602
5,28.2099,4.1776,14,0.6603,0.5614
6,35.42,3.9356,18,0.671,0.5792
7,30.4505,4.0304,15,0.6668000000000001,0.5722
8,17.0183,4.7227,7,0.6354000000000001,0.5208
9,16.4726,4.9862,7,0.6231,0.501
10,15.3184,4.9446,6,0.6251,0.5042
11,27.1354,4.1171,13,0.663,0.5658000000000001
12,18.6126,4.5947000000000005,8,0.6413,0.5304
13,37.1719,3.8989000000000003,19,0.6727000000000001,0.5818
14,31.7943,4.0425,16,0.6663,0.5713
15,18.0802,4.8107,8,0.6313000000000001,0.5142
16,21.5053,4.4961,10,0.6458,0.5377000000000001
17,35.6855,3.9018,18,0.6725,0.5816
18,8.7926,7.1676,2,0.5166000000000001,0.34290000000000004
19,18.2103,4.7548,8,0.6339,0.5184
20,13.0819,5.6934000000000005,5,0.5894,0.44820000000000004
21,20.3403,4.4493,9,0.648,0.5412
22,9.9229,6.9921,3,0.5254,0.3549
23,16.4506,4.9978,7,0.6226,0.5002
24,21.505,4.4962,10,0.6458,0.5377000000000001
25,30.726,3.987,15,0.6688000000000001,0.5754
26,30.482,4.0253,15,0.6671,0.5726
27,23.7059,4.2608,11,0.6565000000000001,0.5552
28,20.5864,4.3737,9,0.6514,0.5468000000000001
29,26.9482,4.1535,13,0.6613,0.5631
30,35.6309,3.9087,18,0.6722,0.5811000000000001
31,30.4608,4.0287,15,0.6669,0.5723
32,11.7004,5.9476,4,0.577,0.4294
33,19.893,4.5986,9,0.6411,0.5301
34,20.1827,4.5,9,0.6457,0.5374
35,16.8773,4.7865,7,0.6324000000000001,0.516
36,12.213,5.4306,4,0.602,0.4677
37,11.4742,6.2259,4,0.5634,0.4091
38,13.2638,5.5319,5,0.5972000000000001,0.4602
39,27.1032,4.1233,13,0.6627000000000001,0.5654
40,33.6134,3.9845,17,0.6689,0.5756
41,11.8301,5.8033,4,0.584,0.44
42,26.9076,4.1616,13,0.661,0.5626
43,20.5463,4.3858,9,0.6509,0.5459
44,11.572,6.1011,4,0.5695,0.4182
45,23.8517,4.2262,11,0.6581,0.5578000000000001
46,26.5648,4.2318,13,0.6578,0.5574
47,33.7825,3.961,17,0.6699,0.5773
48,20.6277,4.3615,9,0.652,0.5477000000000001
49,32.2923,3.9678,16,0.6696000000000001,0.5768
50,31.9541,4.018,16,0.6674,0.5731
51,21.5688,4.4767,10,0.6467,0.5392
52,35.6112,3.9111000000000002,18,0.6721,0.5809000000000001
53,42.3001,3.8225000000000002,22,0.676,0.5874
54,23.9239,4.2094,11,0.6588,0.559
55,31.8071,4.0405,16,0.6664,0.5715
56,37.0567,3.9128,19,0.672,0.5808
57,15.1497,5.0409,6,0.6205,0.4969
58,20.0544,4.5428,9,0.6437,0.5342
59,8.087,8.087,2,0.4707,0.2837
60,35.2375,3.9594,18,0.67,0.5774
61,20.2169,4.4889,9,0.6462,0.5383
62,32.1884,3.9829,16,0.6689,0.5757
63,11.6842,5.9664,4,0.5761000000000001,0.428
64,18.6581,4.5777,8,0.6421,0.5316000000000001
65,28.6467,4.0967,14,0.6639,0.5673
66,12.028,5.6016,4,0.5938,0.455
67,21.6109,4.464,10,0.6473,0.5401
68,21.4608,4.5098,10,0.6452,0.5367000000000001
69,13.7311,5.1728,5,0.6143000000000001,0.487
70,13.7884,5.1335,5,0.6162000000000001,0.49
71,28.5029,4.1227,14,0.6627000000000001,0.5654
72,24.8549,4.3103,12,0.6543,0.5515
73,31.5885,4.0749,16,0.6649,0.5689000000000001
74,32.398,3.9526,16,0.6703,0.5779000000000001
75,13.4073,5.4137,5,0.6028,0.46900000000000003
76,16.576,4.9327,7,0.6256,0.505
77,23.6502,4.2743,11,0.6559,0.5542
