,price_of_ride,distance_normalized_price,trip_duration,rider_acceptance_prob,driver_acceptance_prob
0,20.1599,4.5076,9,0.6453,0.5369
1,20.1402,4.5141,9,0.645,0.5364
2,30.7376,3.9852,15,0.6688000000000001,0.5755
3,12.1572,5.4805,4,0.5996,0.464
4,35.1821,3.9667,18,0.6697000000000001,0.5769000000000001
5,34.9856,3.9932,18,0.6685,0.5749000000000001
6,31.6242,4.0692,16,0.6651,0.5694
7,18.5285,4.6267,8,0.6398,0.528
8,29.0071,4.034,14,0.6667000000000001,0.5719000000000001
9,21.9079,4.3778,10,0.6512,0.5465
10,34.1333,3.9136,17,0.672,0.5808
11,30.1327,4.0827,15,0.6645,0.5684
12,28.9801,4.0385,14,0.6665,0.5716
13,21.6739,4.4452,10,0.6482,0.5415
14,10.1042,6.6529,3,0.5423,0.3785
15,35.3809,3.9406,18,0.6708000000000001,0.5788
16,33.9577,3.9371,17,0.671,0.5791000000000001
17,12.0085,5.6206,4,0.5929,0.4536
18,24.9577,4.2861,12,0.6554,0.5533
19,23.4139,4.3333,11,0.6532,0.5498000000000001
20,40.4722,3.8581,21,0.6745,0.5848
21,32.3353,3.9616000000000002,16,0.6699,0.5773
22,6.2928,6.2928,1,0.5601,0.4042
23,28.2208,4.1755,14,0.6604,0.5615
24,13.3015,5.5001,5,0.5987,0.4626
25,18.568,4.6116,8,0.6405000000000001,0.5291
26,18.1824,4.7666,8,0.6334000000000001,0.5175000000000001
27,7.118,7.118,1,0.5191,0.3463
28,13.0311,5.741,5,0.5871000000000001,0.44470000000000004
29,33.503,4.0002,17,0.6682,0.5744
30,32.0095,4.0096,16,0.6678000000000001,0.5737
31,20.1648,4.5059000000000005,9,0.6454000000000001,0.537
32,35.6848,3.9019,18,0.6725,0.5816
33,25.4719,4.172,12,0.6605000000000001,0.5618000000000001
34,21.6008,4.467,10,0.6472,0.5399
35,18.6148,4.5939,8,0.6413,0.5304
36,16.447,4.9998000000000005,7,0.6225,0.5
37,23.329,4.3552,11,0.6523,0.5482
38,23.8711,4.2217,11,0.6583,0.5581
39,8.1821,8.1821,2,0.46590000000000004,0.278
40,47.426,3.765,25,0.6785,0.5916
41,19.9538,4.5774,9,0.6421,0.5317000000000001
42,30.3104,4.0531,15,0.6658000000000001,0.5705
43,25.4089,4.1854,12,0.6599,0.5608000000000001
44,23.478,4.317,11,0.654,0.551
45,40.4197,3.8637,21,0.6742,0.5844
46,25.6822,4.1283,12,0.6625,0.5650000000000001
47,27.0412,4.1353,13,0.6622,0.5645
48,21.8067,4.4065,10,0.6499,0.5444
49,15.051,5.1001,6,0.6177,0.49250000000000005
50,11.5453,6.1344,4,0.5679000000000001,0.4157
51,16.8145,4.8159,7,0.6311,0.5138
52,10.1736,6.5345,3,0.5481,0.3869
53,13.711500000000001,5.1865,5,0.6137,0.486
54,27.2703,4.0916,13,0.6641,0.5677
55,22.0932,4.3268,10,0.6535000000000001,0.5503
56,28.21,4.1776,14,0.6603,0.5614
57,35.3881,3.9397,18,0.6709,0.5789000000000001
58,24.9055,4.2983,12,0.6548,0.5524
59,39.1857,3.8373,20,0.6754,0.5863
60,33.9216,3.942,17,0.6708000000000001,0.5787
61,23.9259,4.2089,11,0.6589,0.5591
62,27.4236,4.0632,13,0.6654,0.5698
63,23.9707,4.1986,11,0.6593,0.5598000000000001
64,17.1025,4.686,7,0.6371,0.5235000000000001
65,18.9006,4.4904,8,0.6461,0.5381
66,12.151,5.4862,4,0.5994,0.4636
67,18.2068,4.7563,8,0.6338,0.5183
68,27.4177,4.0643,13,0.6653,0.5697
69,35.6469,3.9066,18,0.6723,0.5813
70,11.7555,5.885,4,0.5801000000000001,0.434
71,16.7209,4.8607000000000005,7,0.629,0.5104000000000001
72,18.3101,4.7134,8,0.6358,0.5215000000000001
73,18.3852,4.683,8,0.6372,0.5238
74,29.0667,4.0239,14,0.6671,0.5727
75,11.3892,6.3404,4,0.5577,0.40080000000000005
76,30.4229,4.0348,15,0.6666000000000001,0.5719000000000001
77,27.1284,4.1185,13,0.6629,0.5657
78,20.193,4.4967,9,0.6458,0.5377000000000001
79,23.8515,4.2262,11,0.6581,0.5578000000000001
80,23.3882,4.3399,11,0.6529,0.5493
81,28.3481,4.1514,14,0.6614,0.5633
82,18.508,4.6346,8,0.6395000000000001,0.5274
83,30.2958,4.0555,15,0.6657000000000001,0.5704
84,20.5503,4.3845,9,0.6509,0.546
85,9.8819,7.0753,3,0.5212,0.3492
86,38.6732,3.8945,20,0.6729,0.5822
87,20.2699,4.4717,9,0.6469,0.5395
88,32.4019,3.952,16,0.6703,0.578
89,13.7472,5.1617,5,0.6148,0.4879
90,16.6487,4.8961,7,0.6273000000000001,0.5078
91,30.1244,4.0841,15,0.6644,0.5683
92,10.1312,6.606,3,0.5446,0.38180000000000003
93,18.8088,4.5228,8,0.6446000000000001,0.5357000000000001
94,20.2866,4.4663,9,0.6472,0.5399
95,32.2313,3.9767,16,0.6692,0.5762
96,32.1628,3.9867,16,0.6688000000000001,0.5754
97,25.1334,4.2459,12,0.6572,0.5563
98,6.701,6.701,1,0.5399,0.37510000000000004
99,25.0426,4.2665,12,0.6563,0.5548000000000001
100,20.4376,4.4189,9,0.6494,0.5435
101,16.6531,4.8939,7,0.6274000000000001,0.508
102,33.3577,4.0212,17,0.6672,0.5729000000000001
103,30.4327,4.0333,15,0.6667000000000001,0.5720000000000001
104,18.2638,4.7325,8,0.6349,0.5201
105,26.6289,4.2184,13,0.6584,0.5584
106,13.5127,5.3316,5,0.6068,0.4751
107,28.5156,4.1204,14,0.6628000000000001,0.5656
108,11.6986,5.9496,4,0.5769000000000001,0.4293
109,9.8064,7.2363,3,0.5132,0.3383
110,6.6835,6.6835,1,0.5407000000000001,0.3764
111,15.5929,4.7995,6,0.6318,0.515
112,10.4721,6.0851,3,0.5703,0.4193
113,18.1672,4.7731,8,0.6331,0.517
114,18.6819,4.5689,8,0.6425000000000001,0.5323
115,28.4431,4.1337,14,0.6622,0.5646
116,23.4771,4.3173,11,0.654,0.551
117,9.8287,7.1879,3,0.5156000000000001,0.3416
118,28.8837,4.055,14,0.6657000000000001,0.5704
119,26.7239,4.1987,13,0.6593,0.5598000000000001
120,13.2996,5.5017,5,0.5986,0.46240000000000003
121,15.0543,5.0981,6,0.6178,0.49260000000000004
122,25.4991,4.1663,12,0.6608,0.5622
123,34.0571,3.9237,17,0.6716000000000001,0.58
124,16.7997,4.8229,7,0.6307,0.5133
125,14.8439,5.2317,6,0.6115,0.48260000000000003
