,current_day,square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,distance_normalized_price,rider_acceptance_prob,driver_acceptance_prob
0,0,9,885,86,212,10,4.9042,222,21.7257,4.43,0.6489,0.5426
1,0,9,758,86,325,13,6.3792,338,26.7502,4.1933,0.6596000000000001,0.5602
2,0,4,826,45,349,15,7.5552,364,30.4505,4.0304,0.6668000000000001,0.5722
3,0,4,79,45,386,8,4.0509,394,18.6126,4.5947000000000005,0.6413,0.5304
4,0,3,61,26,405,19,9.534,424,37.1719,3.8989000000000003,0.6727000000000001,0.5818
5,0,4,171,45,416,8,3.7583,424,18.0802,4.8107,0.6313000000000001,0.5142
6,0,8,952,99,421,7,3.2916,428,16.4506,4.9978,0.6226,0.5002
7,0,11,68,78,433,15,7.7066,448,30.726,3.987,0.6688000000000001,0.5754
8,0,1,59,76,464,13,6.488,477,26.9482,4.1535,0.6613,0.5631
9,0,4,40,45,479,18,9.1159,497,35.6309,3.9087,0.6722,0.5811000000000001
10,0,14,211,8,466,4,2.0385,470,11.8301,5.8033,0.584,0.44
11,0,1,29,76,491,13,6.4657,504,26.9076,4.1616,0.661,0.5626
12,0,11,147,78,487,4,1.8967,491,11.572,6.1011,0.5695,0.4182
13,0,2,795,87,658,11,5.6835,669,23.9239,4.2094,0.6588,0.559
14,0,11,995,78,796,6,3.0053,802,15.1497,5.0409,0.6205,0.4969
15,0,5,873,57,861,9,4.4145,870,20.0544,4.5428,0.6437,0.5342
16,0,8,269,99,1067,18,8.8997,1085,35.2375,3.9594,0.67,0.5774
17,0,8,442,99,1082,10,4.8412,1092,21.6109,4.464,0.6473,0.5401
18,0,8,852,99,1120,10,4.7587,1130,21.4608,4.5098,0.6452,0.5367000000000001
19,0,8,916,99,1146,5,2.6545,1151,13.7311,5.1728,0.6143000000000001,0.487
20,0,1,746,12,1188,14,6.9137,1202,28.5029,4.1227,0.6627000000000001,0.5654
21,0,7,615,85,1213,13,6.5087,1226,26.9858,4.1461,0.6617000000000001,0.5637
22,0,1,708,12,1246,4,2.0382,1250,11.8295,5.804,0.584,0.44
23,0,7,726,85,1242,4,1.9934,1246,11.748,5.8935,0.5796,0.4334
24,0,14,898,92,1237,5,2.515,1242,13.4774,5.3587,0.6055,0.4731
25,0,3,980,18,1277,16,8.1484,1293,32.3101,3.9652,0.6697000000000001,0.577
26,0,3,588,18,1309,11,5.6444,1320,23.8527,4.2259,0.6581,0.5578000000000001
27,0,7,535,85,1319,12,5.9041,1331,25.1054,4.2522,0.6569,0.5558000000000001
28,0,8,741,99,1304,13,6.5714,1317,27.0999,4.1239,0.6627000000000001,0.5653
29,0,14,652,92,1305,14,7.2168,1319,29.0546,4.026,0.667,0.5725
30,0,3,607,18,1323,18,8.9136,1341,35.2627,3.9561,0.6701,0.5777
31,0,14,554,92,1349,16,8.1581,1365,32.3278,3.9626,0.6698000000000001,0.5772
32,0,5,509,14,1369,9,4.3576,1378,19.9509,4.5784,0.6421,0.5316000000000001
33,0,5,665,14,1407,7,3.3251,1414,16.5116,4.9658,0.6241,0.5026
34,0,14,801,92,1411,8,4.1358,1419,18.7672,4.5377,0.6439,0.5346000000000001
35,0,0,768,20,286,17,8.4722,303,33.6794,3.9753,0.6693,0.5763
36,0,0,768,20,286,17,8.4722,303,33.6794,3.9753,0.6693,0.5763
37,0,0,80,20,387,18,9.0368,405,35.4869,3.9269,0.6714,0.5798
38,0,0,80,20,387,18,9.0368,405,35.4869,3.9269,0.6714,0.5798
39,0,4,25,63,371,17,8.3288,388,33.4184,4.0124,0.6676000000000001,0.5735
40,0,4,25,63,371,17,8.3288,388,33.4184,4.0124,0.6676000000000001,0.5735
41,0,11,165,1,373,14,7.1637,387,28.958,4.0423,0.6663,0.5713
42,0,11,165,1,373,14,7.1637,387,28.958,4.0423,0.6663,0.5713
43,0,15,954,27,409,8,4.0033,417,18.5261,4.6277,0.6398,0.5279
44,0,15,954,27,409,8,4.0033,417,18.5261,4.6277,0.6398,0.5279
45,0,1,188,4,445,10,5.0522,455,21.9951,4.3535,0.6523,0.5483
46,0,1,188,4,445,10,5.0522,455,21.9951,4.3535,0.6523,0.5483
47,0,11,75,1,433,3,1.4584,436,9.9943,6.853,0.5323,0.3645
48,0,11,75,1,433,3,1.4584,436,9.9943,6.853,0.5323,0.3645
49,0,1,13,4,455,4,1.7503,459,11.3055,6.4592,0.5519000000000001,0.39230000000000004
50,0,1,13,4,455,4,1.7503,459,11.3055,6.4592,0.5519000000000001,0.39230000000000004
51,0,4,98,63,474,10,4.9326,484,21.7774,4.415,0.6495000000000001,0.5438000000000001
52,0,4,98,63,474,10,4.9326,484,21.7774,4.415,0.6495000000000001,0.5438000000000001
53,0,11,128,1,451,9,4.4407,460,20.1021,4.5268,0.6444000000000001,0.5354
54,0,11,128,1,451,9,4.4407,460,20.1021,4.5268,0.6444000000000001,0.5354
55,0,2,140,19,494,14,7.0969,508,28.8363,4.0632,0.6654,0.5698
56,0,2,140,19,494,14,7.0969,508,28.8363,4.0632,0.6654,0.5698
57,0,4,56,63,490,13,6.5224,503,27.0108,4.1412,0.6619,0.5641
58,0,4,56,63,490,13,6.5224,503,27.0108,4.1412,0.6619,0.5641
59,0,12,242,11,490,7,3.4704,497,16.7761,4.8341,0.6302,0.5124000000000001
60,0,12,242,11,490,7,3.4704,497,16.7761,4.8341,0.6302,0.5124000000000001
61,0,13,57,61,486,9,4.4291,495,20.081,4.5339,0.6441,0.5349
62,0,13,57,61,486,9,4.4291,495,20.081,4.5339,0.6441,0.5349
63,0,14,203,55,488,9,4.5795,497,20.3547,4.4447,0.6482,0.5415
64,0,14,203,55,488,9,4.5795,497,20.3547,4.4447,0.6482,0.5415
65,0,4,140,63,534,17,8.4476,551,33.6346,3.9816000000000003,0.669,0.5758
66,0,4,140,63,534,17,8.4476,551,33.6346,3.9816000000000003,0.669,0.5758
67,0,8,30,69,538,6,3.2209,544,15.542,4.8254,0.6306,0.5131
68,0,8,30,69,538,6,3.2209,544,15.542,4.8254,0.6306,0.5131
69,0,7,772,62,549,12,5.8841,561,25.069,4.2605,0.6565000000000001,0.5552
70,0,7,772,62,549,12,5.8841,561,25.069,4.2605,0.6565000000000001,0.5552
71,0,14,124,55,540,21,10.3233,561,40.1685,3.891,0.673,0.5824
72,0,14,124,55,540,21,10.3233,561,40.1685,3.891,0.673,0.5824
73,0,11,204,1,585,15,7.5513,600,30.4434,4.0315,0.6668000000000001,0.5721
74,0,11,204,1,585,15,7.5513,600,30.4434,4.0315,0.6668000000000001,0.5721
75,0,14,109,55,583,11,5.6105,594,23.7911,4.2405,0.6574,0.5567
76,0,14,109,55,583,11,5.6105,594,23.7911,4.2405,0.6574,0.5567
77,0,2,34,19,632,13,6.6803,645,27.2982,4.0864,0.6643,0.5681
78,0,2,34,19,632,13,6.6803,645,27.2982,4.0864,0.6643,0.5681
79,0,7,924,62,740,16,8.17,756,32.3494,3.9595000000000002,0.67,0.5774
80,0,7,924,62,740,16,8.17,756,32.3494,3.9595000000000002,0.67,0.5774
81,0,3,911,21,777,20,9.7564,797,38.3566,3.9314,0.6712,0.5795
82,0,3,911,21,777,20,9.7564,797,38.3566,3.9314,0.6712,0.5795
83,0,7,799,62,816,9,4.5165,825,20.2401,4.4813,0.6465000000000001,0.5388000000000001
84,0,7,799,62,816,9,4.5165,825,20.2401,4.4813,0.6465000000000001,0.5388000000000001
85,0,2,305,14,1014,16,7.7947,1030,31.6663,4.0626,0.6654,0.5698
86,0,2,305,14,1014,16,7.7947,1030,31.6663,4.0626,0.6654,0.5698
87,0,7,290,62,1015,1,0.6608,1016,6.9826,6.9826,0.5258,0.35550000000000004
88,0,7,290,62,1015,1,0.6608,1016,6.9826,6.9826,0.5258,0.35550000000000004
89,0,9,360,88,993,11,5.509,1004,23.6063,4.2851,0.6554,0.5534
90,0,9,360,88,993,11,5.509,1004,23.6063,4.2851,0.6554,0.5534
91,0,7,411,62,1030,21,10.3607,1051,40.2364,3.8836,0.6733,0.583
