idle_start_timestamp,idle_duration,idle_x_start,idle_y_start,driver_idx,idle_start_subblock_id
780,407,0.6566026806831361,0.5713235139846801,0,10
960,1345,0.042444720864295,0.43560379743576005,1,1
1200,261,0.690578579902648,0.9562155008316041,2,11
1140,671,0.9275744557380671,0.883432805538177,3,15
780,492,0.49002951383590704,0.42177510261535606,4,5
660,395,0.338989078998565,0.8180218935012811,5,7
960,336,0.848909676074981,0.025369450449943,6,12
1080,418,0.8622943162918091,0.430180728435516,7,13
1320,1149,0.762236654758453,0.7658056020736691,8,15
1020,166,0.578700840473175,0.6917816400527951,9,10
600,1440,0.23490844666957802,0.8553326725959771,10,3
1020,490,0.27376914024353,0.9974179863929741,11,7
1080,129,0.7167451381683351,0.087902411818504,12,8
540,405,0.001812651753425,0.543806314468383,13,2
660,269,0.135718300938606,0.906987369060516,14,3
960,356,0.698335886001586,0.019222527742385,15,8
600,1316,0.35984110832214306,0.20472122728824602,16,4
1140,1440,0.41583418846130304,0.449490189552307,17,5
1260,193,0.42671221494674605,0.903724551200866,18,7
840,1022,0.686258673667907,0.9746903181076051,19,11
0,1079,0.23987790942192003,0.22332444787025402,20,0
1320,1440,0.8227956295013421,0.218684509396553,21,12
660,1440,0.035216957330703,0.276109993457794,22,1
780,477,0.6997854113578791,0.74953007698059,23,10
240,1408,0.12625728547573,0.9429275393486021,24,3
960,1031,0.631887435913085,0.782267689704895,25,11
840,551,0.663293182849884,0.22780185937881403,26,8
960,1296,0.8074841499328611,0.171393498778343,27,12
720,1184,0.231811314821243,0.23317724466323803,28,0
360,428,0.5512596368789671,0.38344147801399203,29,9
360,652,0.231321066617965,0.433619707822799,30,1
780,440,0.6529545187950131,0.840794444084167,31,11
960,189,0.33325898647308305,0.512100577354431,32,6
480,640,0.924867689609527,0.820905983448028,33,15
840,231,0.158499881625175,0.654048681259155,34,2
900,533,0.44061166048049905,0.6143746972084041,35,6
480,1440,0.347433805465698,0.8547593355178831,36,7
600,483,0.249745324254035,0.9312117099761961,37,3
540,269,0.032839819788932,0.10115607082843701,38,0
1200,635,0.37662577629089306,0.835209608078002,39,7
600,1305,0.5217485427856441,0.30945843458175604,40,9
1080,463,0.492446333169937,0.044010564684867005,41,4
420,1395,0.8589130043983461,0.199033483862876,42,12
1320,1253,0.19991056621074602,0.181148052215576,43,0
480,745,0.07116267085075301,0.406620144844055,44,1
120,1386,0.7521510124206541,0.44461256265640203,45,13
900,122,0.8217364549636841,0.32267117500305104,46,13
540,219,0.046952813863754,0.772258222103118,47,3
1260,1014,0.7365568876266481,0.7816667556762691,48,11
1140,277,0.28848996758461,0.838497817516326,49,7
840,525,0.266494929790496,0.41335946321487405,50,5
1200,887,0.9965316653251641,0.523981392383575,51,14
600,423,0.21154645085334703,0.584413886070251,52,2
600,963,0.6625257730484001,0.264500170946121,53,9
1020,810,0.119128331542015,0.0005132406949990001,54,0
1020,387,0.13039141893386802,0.28475457429885803,55,1
1320,132,0.632877945899963,0.17512612044811202,56,8
420,387,0.7819943428039551,0.18376448750495902,57,12
600,153,0.810124099254608,0.005435556173324,58,12
900,481,0.6190528869628901,0.9029767513275141,59,11
1140,265,0.706706285476684,0.32961940765380804,60,9
420,282,0.309467256069183,0.543773412704467,61,6
780,360,0.519438862800598,0.6511157751083371,62,10
900,1440,0.025108575820922,0.14419440925121302,63,0
180,384,0.241539552807807,0.873181581497192,64,3
600,411,0.011390611529350001,0.016183227300643,65,0
1260,393,0.554803907871246,0.5024982094764711,66,10
1260,238,0.15778791904449402,0.077180013060569,67,0
0,1153,0.094548270106315,0.773070216178894,68,3
480,194,0.797326207160949,0.44081836938858004,69,13
1080,562,0.6038553714752191,0.156662717461586,70,8
1200,672,0.370001852512359,0.998791933059692,71,7
1140,1440,0.673683941364288,0.518937230110168,72,10
540,1081,0.41378435492515503,0.519025981426239,73,6
1320,152,0.250855803489685,0.667100489139556,74,6
1260,703,0.36934107542037903,0.521966338157653,75,6
720,213,0.37154397368431,0.884964644908905,76,7
960,1300,0.598923981189727,0.408329159021377,77,9
1200,177,0.357500910758972,0.38284775614738403,78,5
180,260,0.530698120594024,0.409724295139312,79,9
900,875,0.6976293921470641,0.04584504663944201,80,8
600,263,0.8421140909194941,0.781574249267578,81,15
840,964,0.449393212795257,0.26716390252113303,82,5
840,924,0.46771132946014404,0.7907084226608271,83,7
780,910,0.40350261330604503,0.675587117671966,84,6
600,124,0.353384941816329,0.166216760873794,85,4
300,177,0.7132356762886041,0.7351307868957521,86,10
960,1284,0.6508631706237791,0.73867267370224,87,10
360,317,0.260922372341156,0.55548346042633,88,6
840,415,0.046840891242027005,0.6201816201210021,89,2
840,1045,0.45359563827514604,0.11179132759571,90,4
840,755,0.086781427264213,0.489422380924224,91,1
1140,230,0.550600528717041,0.012833505868911,92,8
300,676,0.018654555082321,0.46437677741050704,93,1
1380,294,0.069142431020736,0.04375442862510601,94,0
360,134,0.24627198278903903,0.9593260288238521,95,3
420,135,0.5751129388809201,0.9600927233695981,96,11
600,487,0.18987345695495603,0.148710116744041,97,0
1320,1299,0.22270119190216,0.41195276379585205,98,1
1320,218,0.16681773960590301,0.46333822607994,99,1
