request_timestamp,x_start,y_start,x_end,y_end,rider_idx,trip_start_subblock_id,trip_end_subblock_id
546.8832397460938,0.204085350036621,0.7373750209808351,0.811991393566131,0.554765462875366,2,2,14
489.3702697753906,0.460473775863647,0.22662580013275102,0.20804423093795701,0.7169694900512691,2,4,2
502.7572021484375,0.117592751979827,0.47910648584365806,0.18253409862518302,0.8678573966026301,2,1,3
490.2467956542969,0.19001793861389102,0.418147087097167,0.298502147197723,0.340438604354858,4,1,5
505.2146911621094,0.5169461369514461,0.070908844470977,0.8004315495491021,0.6353960633277891,4,8,14
509.894775390625,0.22711408138275102,0.915923357009887,0.504710376262664,0.37753868103027305,4,3,9
502.8116149902344,0.43197512626647905,0.49259537458419805,0.17544698715209903,0.08433437347412101,4,5,0
555.1473388671875,0.014708101749420001,0.36184328794479304,0.19937843084335302,0.27527850866317705,4,1,1
462.89776611328125,0.5550182461738581,0.625215232372283,0.666336834430694,0.40327209234237604,5,10,9
519.6376953125,0.740141987800598,0.9292834401130671,0.42707717418670604,0.022056996822357,5,11,4
447.9291687011719,0.13453292846679601,0.069997608661651,0.47996371984481806,0.9109216332435601,5,0,7
412.1765441894531,0.911006808280944,0.158184111118316,0.6584005355834961,0.387599527835845,7,12,9
540.8931884765625,0.5152897238731381,0.08210277557373001,0.26164311170578003,0.271254897117614,8,8,5
443.15631103515625,0.5129069685935971,0.41123259067535406,0.6475892663002011,0.7595198750495911,12,9,11
498.1606750488281,0.301894724369049,0.8569834232330321,0.934628129005432,0.33803391456604004,12,7,13
489.28594970703125,0.013955235481262,0.629161238670349,0.8005523681640621,0.660583019256591,13,2,14
479.7505798339844,0.42897343635559004,0.332104563713073,0.830832362174987,0.26586240530014005,13,5,13
451.8592529296875,0.079567670822143,0.08492088317871001,0.18206775188446,0.5936450958251951,16,0,2
424.5346374511719,0.903113961219787,0.37749713659286505,0.22807615995407102,0.540810108184814,16,13,2
436.9584655761719,0.199572265148162,0.857096254825592,0.259436547756195,0.28236299753189004,18,3,5
416.270263671875,0.562077641487121,0.8067914247512811,0.325762569904327,0.109252512454986,18,11,4
467.6424255371094,0.9511315226554871,0.454070687294006,0.274108529090881,0.47708714008331304,18,13,5
576.057373046875,0.632994294166564,0.060627222061157005,0.32772725820541304,0.629599690437316,18,8,6
354.1710205078125,0.5687240958213801,0.5975684523582451,0.329242765903472,0.6903882026672361,18,10,6
372.572998046875,0.654060840606689,0.259622871875762,0.5898584127426141,0.383544862270355,19,9,9
420.92303466796875,0.557405471801757,0.29779237508773804,0.678114235401153,0.33798795938491805,20,9,9
521.6069946289062,0.7828660011291501,0.097902357578277,0.043120920658111,0.94478440284729,20,12,3
573.3668212890625,0.875163376331329,0.33356887102127003,0.517569124698638,0.290869891643524,21,13,9
481.9510498046875,0.18935674428939803,0.22959905862808203,0.10860860347747801,0.613183677196502,25,0,2
478.67254638671875,0.43665933609008706,0.64535516500473,0.7884299159049981,0.9336767792701721,29,6,15
488.1517639160156,0.594515204429626,0.12162584066390901,0.887814104557037,0.36665517091751104,29,8,13
531.2137451171875,0.7537539601325981,0.17800587415695102,0.196642577648162,0.71901535987854,29,12,2
492.9442138671875,0.000559151172637,0.45518386363983104,0.8007734417915341,0.036513447761535006,29,1,12
409.00701904296875,0.35983574390411305,0.05905723571777301,0.038171589374542,0.893626451492309,31,4,3
454.1348571777344,0.205685496330261,0.5890672802925111,0.666478931903839,0.19507139921188302,31,2,8
498.3298645019531,0.8706149458885191,0.370488703250885,0.6914205551147461,0.8865116238594051,32,13,11
431.732666015625,0.18338847160339303,0.014748513698577001,0.666551053524017,0.7332880496978761,32,0,10
504.7336120605469,0.696662247180938,0.22137385606765703,0.7880123853683471,0.095241844654083,33,8,12
455.0662841796875,0.970923840999603,0.243970513343811,0.8917024731636041,0.8436570167541501,34,12,15
450.10760498046875,0.05906641483306801,0.5449090003967281,0.180914938449859,0.11000072956085201,34,2,0
513.2909545898438,0.46901071071624706,0.351943910121917,0.13010233640670701,0.038474678993225,35,5,0
538.0025024414062,0.362731635570526,0.000967681407928,0.265900373458862,0.5324525833129881,38,4,6
405.6938171386719,0.8877021074295041,0.22339016199111902,0.5894197225570671,0.159189403057098,43,12,8
485.5135803222656,0.505926311016082,0.6583376526832581,0.23825174570083602,0.25876331329345703,45,10,1
424.0002746582031,0.165145754814147,0.15694171190261802,0.8742827773094171,0.255937874317169,45,0,13
407.7181091308594,0.23085457086563102,0.34385192394256503,0.7904551625251771,0.483540892601013,45,1,13
512.0626220703125,0.081880271434783,0.306108772754669,0.09619152545928901,0.157693147659301,46,1,0
507.9585876464844,0.826384186744689,0.057028830051422,0.16931027173995902,0.395159363746643,48,12,1
552.8286743164062,0.8583094477653501,0.40590041875839206,0.985550105571746,0.01235008239746,48,13,12
472.6917419433594,0.733366966247558,0.723551452159881,0.345015108585357,0.8350139260292051,48,10,7
552.4251708984375,0.22736907005310003,0.852277398109436,0.060505509376525005,0.23337584733963002,51,3,0
461.5890808105469,0.553737521171569,0.7580738067626951,0.286194562911987,0.28792959451675404,52,11,5
467.2300720214844,0.5535928606987001,0.544664025306701,0.7148472070693971,0.33657991886138905,52,10,9
417.8631286621094,0.587995767593383,0.39488357305526706,0.30218279361724804,0.7596076726913451,53,9,7
398.3125305175781,0.8823726773262021,0.080260097980499,0.962074339389801,0.367267847061157,54,12,13
384.4110107421875,0.178313195705413,0.134397983551025,0.48810100555419905,0.09074521064758301,54,0,4
434.5443115234375,0.9430845975875851,0.48376363515853804,0.43268656730651806,0.215352773666381,54,13,4
459.2860412597656,0.037316322326660004,0.983311772346496,0.7524197101593011,0.541463911533355,56,3,14
472.3829650878906,0.720233142375946,0.8460232019424431,0.061242222785949006,0.888617813587188,58,11,3
519.3331909179688,0.755143105983734,0.881108522415161,0.33089995384216303,0.9720287919044491,62,15,7
487.106201171875,0.19254094362258903,0.11914831399917601,0.28078556060791005,0.425929367542266,63,0,5
501.7920227050781,0.077479124069213,0.37515836954116805,0.31536608934402405,0.054629385471343,63,1,4
512.529296875,0.754745602607727,0.35800743103027305,0.8915912508964531,0.42300045490264804,65,13,13
521.6509399414062,0.172888219356536,0.16476559638977,0.9494930505752561,0.760891854763031,68,0,15
534.5025634765625,0.692378997802734,0.238779723644256,0.015466928482055001,0.469425320625305,72,8,1
415.1969909667969,0.29826408624649003,0.292913198471069,0.8220521211624141,0.275985360145568,73,5,13
610.0809936523438,0.5530458092689511,0.778241276741027,0.26828455924987704,0.228976607322692,73,11,4
542.1466064453125,0.09306144714355401,0.09964454174041701,0.5803369283676141,0.309531450271606,75,0,9
473.21044921875,0.41896343231201105,0.24266666173934903,0.177196145057678,0.804248094558715,77,4,3
433.80340576171875,0.498651087284088,0.7464491128921501,0.314535021781921,0.579099059104919,77,6,6
450.81024169921875,0.19149923324584903,0.883413791656494,0.295361280441284,0.23637038469314503,77,3,4
511.558349609375,0.111164391040802,0.141664385795593,0.9460538029670711,0.5694395899772641,80,0,14
480.6094055175781,0.11557435989379801,0.793020546436309,0.39916741847991905,0.622759997844696,83,3,6
495.1916809082031,0.37809097766876204,0.299862682819366,0.320969521999359,0.6848430633544921,86,5,6
458.77203369140625,0.7518540024757381,0.300906062126159,0.8789986371994011,0.6373997926712031,87,13,14
376.6239013671875,0.6096394062042231,0.853035032749176,0.127870023250579,0.08971691131591701,89,11,0
391.17279052734375,0.348289549350738,0.43409758806228604,0.792790293693542,0.500052869319915,89,5,14
530.6013793945312,0.579774916172027,0.90430200099945,0.7903002500534051,0.18425905704498202,90,11,12
476.08978271484375,0.6073783040046691,0.6795095205307,0.15392661094665502,0.22002232074737502,90,10,0
447.55377197265625,0.204344153404235,0.12481206655502301,0.47463607788085904,0.43689954280853205,91,0,5
611.0218505859375,0.375416874885559,0.9503738284111021,0.264501512050628,0.651820957660675,91,7,6
467.025390625,0.868656814098358,0.8963050842285151,0.459888160228729,0.44312846660614,93,15,5
569.9921875,0.740749955177307,0.5196236371994011,0.695098757743835,0.204343318939208,95,10,8
482.57769775390625,0.5406416654586791,0.089618980884552,0.37742483615875205,0.9170979261398311,95,8,7
355.3751220703125,0.811800301074981,0.16700768470764102,0.7000544071197511,0.035254895687103,96,12,8
497.9633483886719,0.584211528301239,0.266154587268829,0.8269264101982111,0.706928133964538,96,9,14
472.18951416015625,0.7228755354881281,0.029157936573028002,0.18771505355834903,0.186327099800109,97,8,0
423.5206604003906,0.6816527843475341,0.31423461437225303,0.500135719776153,0.912264227867126,98,9,11
529.6128540039062,0.367066502571105,0.5630007386207581,0.539483368396759,0.43528330326080306,98,6,9
476.2655334472656,0.531923532485961,0.620740056037902,0.7695656418800351,0.9787389039993281,99,10,15
462.7727355957031,0.839077174663543,0.405586719512939,0.210048079490661,0.226292490959167,101,13,0
532.5326538085938,0.31792026758193903,0.48605948686599704,0.43143045902252203,0.8694124221801751,102,5,7
545.482177734375,0.5986583828926081,0.39226800203323303,0.20360505580902102,0.474245429039001,105,9,1
508.9477844238281,0.39474123716354304,0.5547409653663631,0.036581218242645,0.590194821357727,105,6,2
436.93194580078125,0.965145528316497,0.43360102176666204,0.43152177333831704,0.8094521760940551,106,13,7
417.18524169921875,0.8279034495353691,0.651629626750946,0.22368854284286502,0.08447456359863201,107,14,0
444.12823486328125,0.46900552511215204,0.8808515667915341,0.094334244728088,0.42919421195983803,112,7,1
528.8275756835938,0.401742875576019,0.6330963969230651,0.459178388118743,0.387953221797943,112,6,5
415.3269958496094,0.09572511911392201,0.742905855178833,0.9552032351493831,0.9161601066589351,112,2,15
416.9571228027344,0.6451758742332451,0.538518011569976,0.238894820213317,0.14714914560317902,115,10,0
428.5243835449219,0.46480900049209506,0.7945039272308351,0.259226143360137,0.271588325500488,116,7,5
447.7413330078125,0.778947055339813,0.135113775730133,0.302339076995849,0.305761218070983,117,12,5
376.427001953125,0.799229621887207,0.6084211468696591,0.33101791143417303,0.37989121675491305,117,14,5
362.9796447753906,0.27737009525299,0.575477659702301,0.50734531879425,0.42864578962326005,118,6,9
401.8465270996094,0.8224269151687621,0.9441334009170531,0.383504390716552,0.700319647789001,120,15,6
588.1275024414062,0.26173877716064403,0.704433739185333,0.9211149215698241,0.69409167766571,121,6,14
502.8374328613281,0.9017390012741081,0.24760490655899,0.5154340863227841,0.402190506458282,121,12,9
466.0091857910156,0.089345395565032,0.39099007844924905,0.76845782995224,0.15985554456710802,121,1,12
435.6697082519531,0.45662605762481606,0.029103398323059002,0.8686777949333191,0.71694415807724,121,4,14
553.8309936523438,0.6749579906463621,0.43502950668334905,0.563170313835144,0.6754800081253051,123,9,10
522.9360961914062,0.170192897319793,0.34495276212692205,0.7740093469619751,0.297988593578338,123,1,13
453.333984375,0.9525892138481141,0.580813407897949,0.809322357177734,0.5412274599075311,123,14,14
476.0082092285156,0.9786049723625181,0.12044709920883101,0.49388158321380604,0.537580609321594,125,12,6
