square_index,rider_id,driver_idx,trip_start_timestamp,trip_duration,ride_miles,trip_end_timestamp,price_of_ride,rider_acceptance_prob,driver_acceptance_prob
13,827,73,0,8,4.22,8,18.93,0.89,0.91
13,808,73,104,15,7.71,119,30.74,0.87,0.9
7,794,13,160,9,4.29,169,19.83,0.89,0.91
7,885,13,182,6,2.86,188,14.88,0.9,0.91
12,809,54,187,19,9.67,206,37.43,0.85,0.89
8,995,37,241,2,0.9400000000000001,243,8.27,0.91,0.92
8,945,37,289,2,0.97,291,8.33,0.91,0.92
11,950,77,270,7,3.41,277,16.67,0.9,0.91
12,991,54,304,9,4.61,313,20.41,0.89,0.91
11,645,77,345,6,3.0,351,15.14,0.9,0.91
8,62,37,389,9,4.44,398,20.1,0.89,0.91
11,74,77,365,9,4.31,374,19.86,0.89,0.91
13,23,1,375,7,3.52,382,16.86,0.9,0.91
11,19,77,411,2,0.91,413,8.21,0.91,0.92
12,145,54,418,17,8.42,435,33.59,0.86,0.9
11,34,77,444,16,8.24,460,32.48,0.86,0.9
13,123,1,431,16,7.92,447,31.89,0.87,0.9
15,111,15,437,3,1.62,440,10.3,0.91,0.92
11,42,77,467,14,6.8,481,28.3,0.87,0.9
12,13,54,451,13,6.28,464,26.57,0.88,0.9
13,80,1,453,13,6.66,466,27.26,0.88,0.9
15,91,15,466,22,10.84,488,41.89,0.84,0.89
1,36,63,481,17,8.58,498,33.88,0.86,0.9
6,125,40,509,7,3.7,516,17.2,0.9,0.91
11,59,77,501,13,6.3,514,26.6,0.88,0.9
12,180,54,502,19,9.56,521,37.22,0.85,0.89
13,122,1,481,5,2.6,486,13.62,0.9,0.91
1,14,63,533,4,2.25,537,12.21,0.91,0.92
6,111,40,512,11,5.58,523,23.74,0.88,0.91
11,23,77,530,3,1.52,533,10.1,0.91,0.92
12,59,54,526,18,9.05,544,35.52,0.86,0.9
13,11,1,524,6,2.97,530,15.08,0.9,0.91
3,65,71,568,23,11.3,591,43.51,0.84,0.89
5,2,64,551,14,7.21,565,29.05,0.87,0.9
6,72,40,557,6,3.12,563,15.35,0.9,0.91
13,210,1,559,13,6.62,572,27.18,0.88,0.9
3,66,71,583,3,1.37,586,9.83,0.91,0.92
5,118,64,585,4,2.2,589,12.13,0.91,0.92
13,110,1,585,4,2.23,589,12.17,0.91,0.92
13,808,1,611,16,7.88,627,31.83,0.87,0.9
3,945,71,662,1,0.37,663,6.45,0.91,0.92
6,869,40,702,12,6.22,714,25.68,0.88,0.9
3,942,71,727,8,4.23,735,18.95,0.89,0.91
6,971,40,720,0,0.13,720,5.24,0.92,0.92
13,916,1,777,7,3.55,784,16.92,0.9,0.91
3,764,71,835,11,5.26,846,23.16,0.88,0.91
6,826,40,836,7,3.7,843,17.19,0.9,0.91
13,866,1,842,8,3.79,850,18.15,0.89,0.91
9,987,20,885,5,2.66,890,13.75,0.9,0.91
13,791,1,881,13,6.64,894,27.23,0.88,0.9
2,427,48,950,6,2.86,956,14.89,0.9,0.91
2,251,48,986,14,6.75,1000,28.21,0.87,0.9
6,272,40,984,6,3.21,990,15.53,0.9,0.91
13,328,1,984,17,8.67,1001,34.04,0.86,0.9
0,370,51,1018,19,9.49,1037,37.09,0.85,0.89
3,308,71,998,17,8.63,1015,33.96,0.86,0.9
6,835,40,994,9,4.7,1003,20.57,0.89,0.91
6,265,40,1038,11,5.6,1049,23.77,0.88,0.91
13,355,1,1024,17,8.53,1041,33.79,0.86,0.9
6,396,40,1053,13,6.39,1066,26.76,0.88,0.9
13,347,1,1064,12,6.05,1076,25.38,0.88,0.9
13,273,1,1084,13,6.58,1097,27.11,0.88,0.9
6,370,40,1128,10,4.76,1138,21.46,0.89,0.91
6,962,40,1197,5,2.73,1202,13.87,0.9,0.91
0,624,51,1204,3,1.5,1207,10.06,0.91,0.92
0,704,51,1245,14,6.79,1259,28.28,0.87,0.9
6,632,40,1255,4,1.95,1259,11.67,0.91,0.92
0,502,51,1271,14,7.06,1285,28.77,0.87,0.9
2,525,68,1268,5,2.63,1273,13.69,0.9,0.91
0,529,51,1305,11,5.47,1316,23.54,0.88,0.91
2,675,68,1319,11,5.67,1330,23.9,0.88,0.91
2,614,68,1331,6,2.94,1337,15.02,0.9,0.91
2,569,68,1352,7,3.59,1359,17.0,0.9,0.91
2,551,68,1383,16,7.98,1399,32.0,0.87,0.9
6,613,21,1426,10,5.15,1436,22.17,0.89,0.91
6,755,52,77,12,5.91,89,25.11,0.88,0.9
6,755,52,77,12,5.91,89,25.11,0.88,0.9
2,866,80,111,4,1.86,115,11.5,0.91,0.92
2,866,80,111,4,1.86,115,11.5,0.91,0.92
2,943,80,122,7,3.38,129,16.62,0.9,0.91
2,943,80,122,7,3.38,129,16.62,0.9,0.91
9,791,94,155,4,2.18,159,12.09,0.91,0.92
9,791,94,155,4,2.18,159,12.09,0.91,0.92
3,857,37,205,5,2.7,210,13.81,0.9,0.91
3,857,37,205,5,2.7,210,13.81,0.9,0.91
3,755,37,258,5,2.56,263,13.56,0.9,0.91
3,755,37,258,5,2.56,263,13.56,0.9,0.91
8,822,7,245,9,4.43,254,20.08,0.89,0.91
8,822,7,245,9,4.43,254,20.08,0.89,0.91
3,834,37,279,15,7.52,294,30.38,0.87,0.9
3,834,37,279,15,7.52,294,30.38,0.87,0.9
8,869,7,280,2,1.22,282,8.79,0.91,0.92
8,869,7,280,2,1.22,282,8.79,0.91,0.92
3,862,37,315,14,6.88,329,28.44,0.87,0.9
3,862,37,315,14,6.88,329,28.44,0.87,0.9
7,834,66,304,19,9.68,323,37.45,0.85,0.89
7,834,66,304,19,9.68,323,37.45,0.85,0.89
11,832,81,306,20,9.86,326,38.55,0.85,0.89
11,832,81,306,20,9.86,326,38.55,0.85,0.89
0,827,38,356,18,8.88,374,35.2,0.86,0.9
0,827,38,356,18,8.88,374,35.2,0.86,0.9
3,212,37,352,23,11.71,375,44.25,0.8300000000000001,0.89
3,212,37,352,23,11.71,375,44.25,0.8300000000000001,0.89
9,243,94,355,7,3.49,362,16.8,0.9,0.91
9,243,94,355,7,3.49,362,16.8,0.9,0.91
3,202,37,374,19,9.44,393,37.01,0.85,0.89
3,202,37,374,19,9.44,393,37.01,0.85,0.89
8,131,7,365,16,8.1,381,32.22,0.86,0.9
8,131,7,365,16,8.1,381,32.22,0.86,0.9
0,48,38,396,17,8.27,413,33.31,0.86,0.9
0,48,38,396,17,8.27,413,33.31,0.86,0.9
3,987,37,412,12,6.22,424,25.67,0.88,0.9
3,987,37,412,12,6.22,424,25.67,0.88,0.9
4,529,12,412,14,6.82,426,28.33,0.87,0.9
4,529,12,412,14,6.82,426,28.33,0.87,0.9
6,14,87,405,3,1.4,408,9.88,0.91,0.92
6,14,87,405,3,1.4,408,9.88,0.91,0.92
7,47,66,405,6,3.08,411,15.28,0.9,0.91
7,47,66,405,6,3.08,411,15.28,0.9,0.91
11,70,81,392,17,8.6,409,33.92,0.86,0.9
11,70,81,392,17,8.6,409,33.92,0.86,0.9
13,791,97,408,16,8.23,424,32.45,0.86,0.9
13,791,97,408,16,8.23,424,32.45,0.86,0.9
2,125,22,426,11,5.27,437,23.16,0.88,0.91
2,125,22,426,11,5.27,437,23.16,0.88,0.91
6,72,87,437,6,2.9,443,14.97,0.9,0.91
6,72,87,437,6,2.9,443,14.97,0.9,0.91
8,99,7,444,14,6.8,458,28.29,0.87,0.9
8,99,7,444,14,6.8,458,28.29,0.87,0.9
9,210,94,427,11,5.54,438,23.66,0.88,0.91
9,210,94,427,11,5.54,438,23.66,0.88,0.91
11,47,81,425,19,9.46,444,37.03,0.85,0.89
11,47,81,425,19,9.46,444,37.03,0.85,0.89
14,144,53,426,15,7.3,441,29.98,0.87,0.9
14,144,53,426,15,7.3,441,29.98,0.87,0.9
0,67,38,478,6,3.24,484,15.57,0.9,0.91
0,67,38,478,6,3.24,484,15.57,0.9,0.91
2,111,22,450,14,6.97,464,28.6,0.87,0.9
2,111,22,450,14,6.97,464,28.6,0.87,0.9
6,59,87,462,7,3.65,469,17.11,0.9,0.91
6,59,87,462,7,3.65,469,17.11,0.9,0.91
8,137,7,458,1,0.55,459,6.79,0.91,0.92
8,137,7,458,1,0.55,459,6.79,0.91,0.92
9,47,94,473,15,7.71,488,30.74,0.87,0.9
9,47,94,473,15,7.71,488,30.74,0.87,0.9
11,15,81,460,12,6.23,472,25.7,0.88,0.9
11,15,81,460,12,6.23,472,25.7,0.88,0.9
14,24,53,473,3,1.67,476,10.38,0.91,0.92
14,24,53,473,3,1.67,476,10.38,0.91,0.92
2,110,22,487,5,2.5,492,13.44,0.9,0.91
2,110,22,487,5,2.5,492,13.44,0.9,0.91
6,25,87,503,6,2.81,509,14.79,0.9,0.91
6,25,87,503,6,2.81,509,14.79,0.9,0.91
8,14,7,480,12,5.87,492,25.04,0.88,0.9
8,14,7,480,12,5.87,492,25.04,0.88,0.9
11,55,81,482,7,3.26,489,16.38,0.9,0.91
11,55,81,482,7,3.26,489,16.38,0.9,0.91
2,97,22,516,14,7.04,530,28.73,0.87,0.9
2,97,22,516,14,7.04,530,28.73,0.87,0.9
6,16,87,516,8,4.16,524,18.81,0.89,0.91
6,16,87,516,8,4.16,524,18.81,0.89,0.91
8,6,7,517,7,3.37,524,16.59,0.9,0.91
8,6,7,517,7,3.37,524,16.59,0.9,0.91
11,127,81,532,5,2.34,537,13.16,0.9,0.91
11,127,81,532,5,2.34,537,13.16,0.9,0.91
8,108,7,545,8,4.24,553,18.96,0.89,0.91
8,108,7,545,8,4.24,553,18.96,0.89,0.91
2,214,22,574,13,6.65,587,27.24,0.88,0.9
2,214,22,574,13,6.65,587,27.24,0.88,0.9
6,210,87,604,11,5.49,615,23.57,0.88,0.91
6,210,87,604,11,5.49,615,23.57,0.88,0.91
6,764,87,663,10,4.76,673,21.45,0.89,0.91
6,764,87,663,10,4.76,673,21.45,0.89,0.91
6,844,87,746,9,4.56,755,20.31,0.89,0.91
6,844,87,746,9,4.56,755,20.31,0.89,0.91
6,933,87,869,10,5.01,879,21.93,0.89,0.91
6,933,87,869,10,5.01,879,21.93,0.89,0.91
10,793,4,987,3,1.7,990,10.44,0.91,0.92
10,793,4,987,3,1.7,990,10.44,0.91,0.92
15,292,76,980,19,9.62,999,37.32,0.85,0.89
15,292,76,980,19,9.62,999,37.32,0.85,0.89
15,251,76,1016,15,7.5,1031,30.35,0.87,0.9
15,251,76,1016,15,7.5,1031,30.35,0.87,0.9
9,315,77,1044,5,2.35,1049,13.18,0.9,0.91
9,315,77,1044,5,2.35,1049,13.18,0.9,0.91
15,364,76,1035,4,2.03,1039,11.82,0.91,0.92
15,364,76,1035,4,2.03,1039,11.82,0.91,0.92
9,395,77,1075,7,3.48,1082,16.8,0.9,0.91
9,395,77,1075,7,3.48,1082,16.8,0.9,0.91
15,458,76,1052,17,8.44,1069,33.61,0.86,0.9
15,458,76,1052,17,8.44,1069,33.61,0.86,0.9
10,288,4,1103,11,5.32,1114,23.26,0.88,0.91
10,288,4,1103,11,5.32,1114,23.26,0.88,0.91
11,252,81,1091,12,5.95,1103,25.18,0.88,0.9
11,252,81,1091,12,5.95,1103,25.18,0.88,0.9
15,275,76,1099,22,11.17,1121,42.49,0.84,0.89
15,275,76,1099,22,11.17,1121,42.49,0.84,0.89
11,346,81,1121,14,7.11,1135,28.86,0.87,0.9
11,346,81,1121,14,7.11,1135,28.86,0.87,0.9
15,308,76,1128,3,1.6,1131,10.25,0.91,0.92
15,308,76,1128,3,1.6,1131,10.25,0.91,0.92
10,704,4,1156,6,2.89,1162,14.95,0.9,0.91
10,704,4,1156,6,2.89,1162,14.95,0.9,0.91
11,335,81,1151,8,4.19,1159,18.86,0.89,0.91
11,335,81,1151,8,4.19,1159,18.86,0.89,0.91
15,340,76,1162,13,6.59,1175,27.13,0.88,0.9
15,340,76,1162,13,6.59,1175,27.13,0.88,0.9
10,857,4,1178,6,2.96,1184,15.06,0.9,0.91
10,857,4,1178,6,2.96,1184,15.06,0.9,0.91
11,416,81,1180,2,1.25,1182,8.83,0.91,0.92
11,416,81,1180,2,1.25,1182,8.83,0.91,0.92
15,368,76,1185,13,6.59,1198,27.13,0.88,0.9
15,368,76,1185,13,6.59,1198,27.13,0.88,0.9
10,765,4,1212,9,4.44,1221,20.09,0.89,0.91
10,765,4,1212,9,4.44,1221,20.09,0.89,0.91
